evt_id,acct_id,sub_id,usr_id,old_plan_cd,new_plan_cd,chg_type_cd,chg_reason_cd,req_channel_cd,old_mrr_amt,new_mrr_amt,mrr_delta_amt,proration_amt,evt_ts,eff_dt,proc_ts,evt_status_cd,rollback_flg,manual_override_flg,billing_impact_flg,src_sys_cd,notes_txt,last_upd_ts
EVT001186,AC022,SUB00436,,enterprise,,resume,unknown,sales,0.0,256.78,266.69,,2024-03-09 00:00:00,2024-03-09,2024-03-07 00:00:00,pending,1,1,1,support,backdated change,2024-03-10 00:00:00
EVT001187,AC062,SUB01189,USR00469,pro,pro,resume,support,sales,0.0,116.36,98.47,-20.76,2023-06-11 00:00:00,2023-06-03,2023-06-14 00:00:00,pending,0,1,0,support,support correction,2023-06-18 00:00:00
EVT001188,AC105,SUB00801,USR00580,pro,pro,resume,price,ui,0.0,90.65,95.27,,2024-01-18 00:00:00,2024-01-09,2024-01-17 00:00:00,pending,1,1,1,support,backdated change,2024-01-18 00:00:00
EVT001189,AC168,SUB00490,,enterprise,basic,downgrade,feature,sales,0.0,0.0,,-18.02,2023-04-22 00:00:00,2023-04-23,2023-04-25 00:00:00,failed,0,0,0,support,,2023-04-29 00:00:00
EVT001190,AC111,SUB00328,USR00801,basic,enterprise,downgrade,price,sales,204.54,332.04,144.83,-28.68,2023-04-04 00:00:00,2023-03-27,2023-04-09 00:00:00,failed,0,1,0,crm,,2023-04-12 00:00:00
EVT001191,AC073,SUB00030,,pro,,resume,support,sales,,0.0,-9.06,,2023-06-28 00:00:00,2023-07-06,2023-06-26 00:00:00,failed,1,0,1,support,backdated change,2023-06-30 00:00:00
EVT001192,AC145,SUB00554,USR00620,,basic,cancel,price,ui,0.0,0.0,-3.94,48.99,2023-12-17 00:00:00,2023-12-07,2023-12-20 00:00:00,reversed,0,1,1,crm,backdated change,2023-12-22 00:00:00
EVT001193,AC093,SUB00281,USR00847,pro,pro,downgrade,unknown,sales,0.0,0.0,0.32,,2023-06-26 00:00:00,2023-06-18,2023-06-24 00:00:00,failed,0,1,1,crm,support correction,2023-06-26 00:00:00
EVT001194,AC114,SUB00681,USR00327,,,cancel,unknown,sales,0.0,0.0,-12.41,-14.81,2024-01-12 00:00:00,2024-01-22,2024-01-17 00:00:00,pending,1,1,0,support,support correction,2024-01-22 00:00:00
EVT001195,AC073,SUB00102,USR00237,basic,,cancel,feature,ui,117.17,319.37,205.87,18.83,2024-08-05 00:00:00,2024-08-11,2024-08-05 00:00:00,success,0,0,0,billing,,2024-08-05 00:00:00
EVT001196,AC170,,USR00131,basic,pro,cancel,price,api,291.78,0.0,-276.07,,2024-09-01 00:00:00,2024-09-01,2024-09-04 00:00:00,failed,0,0,1,billing,,2024-09-09 00:00:00
EVT001197,AC006,SUB01178,USR00402,enterprise,basic,upgrade,feature,ui,260.25,0.0,-273.1,,2023-11-25 00:00:00,2023-11-18,2023-11-30 00:00:00,pending,0,1,1,billing,,2023-12-05 00:00:00
EVT001198,AC061,SUB00318,USR00895,enterprise,,downgrade,feature,api,0.0,129.05,,40.78,2023-08-19 00:00:00,2023-08-23,2023-08-20 00:00:00,reversed,1,1,0,crm,,2023-08-21 00:00:00
EVT001199,AC091,,,pro,,resume,feature,api,0.0,0.0,4.36,33.97,2023-02-14 00:00:00,2023-02-15,2023-02-18 00:00:00,failed,0,1,0,support,,2023-02-18 00:00:00
EVT001200,AC156,SUB00520,USR00363,pro,basic,resume,support,api,,0.0,-172.14,,2024-06-15 00:00:00,2024-06-12,2024-06-17 00:00:00,failed,1,0,1,crm,,2024-06-19 00:00:00
EVT001201,AC032,SUB00254,USR00572,basic,enterprise,downgrade,price,api,36.69,191.91,165.63,,2024-10-08 00:00:00,2024-10-10,2024-10-06 00:00:00,reversed,1,0,0,crm,support correction,2024-10-06 00:00:00
EVT001202,AC121,SUB00470,,pro,,upgrade,unknown,ui,0.0,186.59,170.26,0.22,2023-05-08 00:00:00,2023-05-07,2023-05-12 00:00:00,success,1,1,0,support,backdated change,2023-05-13 00:00:00
EVT001203,AC017,SUB00211,USR00042,,,cancel,price,support,0.0,0.0,7.45,,2023-01-13 00:00:00,2023-01-12,2023-01-18 00:00:00,failed,0,1,1,crm,,2023-01-23 00:00:00
EVT001204,AC111,SUB00069,USR00439,enterprise,,cancel,feature,api,0.0,,267.3,,2024-01-15 00:00:00,2024-01-16,2024-01-15 00:00:00,reversed,0,1,1,support,,2024-01-18 00:00:00
EVT001205,AC070,SUB00071,USR00613,enterprise,pro,resume,unknown,ui,298.57,,-314.6,,2023-04-16 00:00:00,2023-04-20,2023-04-20 00:00:00,reversed,0,1,0,crm,backdated change,2023-04-21 00:00:00
EVT001206,AC076,SUB00052,USR00392,,,resume,support,support,142.4,,2.76,,2023-01-23 00:00:00,2023-01-24,2023-01-23 00:00:00,failed,0,1,1,crm,,2023-01-25 00:00:00
EVT001207,AC170,SUB01066,,basic,enterprise,cancel,price,ui,274.23,0.0,-283.63,28.01,2024-10-07 00:00:00,2024-10-09,2024-10-08 00:00:00,reversed,0,1,1,crm,backdated change,2024-10-09 00:00:00
EVT001208,AC096,SUB01001,USR00451,basic,pro,downgrade,price,support,0.0,0.0,,,2024-03-20 00:00:00,2024-03-20,2024-03-19 00:00:00,success,0,0,0,billing,,2024-03-21 00:00:00
EVT001209,AC139,SUB00730,USR00158,,,resume,unknown,sales,275.42,0.0,-257.74,,2023-12-07 00:00:00,2023-12-05,2023-12-05 00:00:00,failed,0,0,0,support,backdated change,2023-12-09 00:00:00
EVT001210,AC079,SUB00512,USR00237,basic,basic,downgrade,support,ui,27.55,0.0,-28.96,,2024-03-06 00:00:00,2024-03-16,2024-03-05 00:00:00,failed,0,1,0,billing,support correction,2024-03-07 00:00:00
EVT001211,AC007,SUB01005,USR00738,pro,pro,downgrade,price,sales,,0.0,-112.2,,2023-05-31 00:00:00,2023-05-22,2023-05-29 00:00:00,reversed,0,0,0,support,backdated change,2023-06-02 00:00:00
EVT001212,AC041,,USR00044,enterprise,,upgrade,feature,sales,0.0,103.53,100.72,,2024-04-10 00:00:00,2024-04-20,2024-04-09 00:00:00,success,0,1,0,support,support correction,2024-04-09 00:00:00
EVT001213,AC021,SUB00072,USR00096,,basic,downgrade,support,sales,0.0,0.0,,,2023-01-29 00:00:00,2023-01-28,2023-01-29 00:00:00,failed,0,1,1,billing,backdated change,2023-02-03 00:00:00
EVT001214,AC058,SUB00296,USR00523,basic,pro,resume,price,api,87.34,180.15,,,2023-07-30 00:00:00,2023-07-22,2023-07-30 00:00:00,failed,0,1,1,billing,,2023-07-30 00:00:00
EVT001215,AC095,SUB00457,,,enterprise,upgrade,support,api,0.0,289.9,275.12,-3.29,2023-07-17 00:00:00,2023-07-21,2023-07-18 00:00:00,success,1,1,1,support,,2023-07-23 00:00:00
EVT001216,AC150,SUB00683,,enterprise,enterprise,cancel,support,ui,69.88,0.0,,,2024-08-30 00:00:00,2024-08-29,2024-09-04 00:00:00,pending,1,1,1,crm,backdated change,2024-09-05 00:00:00
EVT001217,AC043,SUB00234,USR00656,enterprise,basic,resume,feature,support,53.07,0.0,-63.72,-33.97,2023-03-01 00:00:00,2023-03-07,2023-03-02 00:00:00,success,0,0,0,crm,support correction,2023-03-07 00:00:00
EVT001218,AC066,SUB00523,,pro,basic,upgrade,feature,support,299.47,122.77,-194.8,,2023-08-29 00:00:00,2023-09-03,2023-08-28 00:00:00,failed,1,1,0,crm,,2023-09-01 00:00:00
EVT001219,AC148,SUB01033,,basic,,cancel,feature,api,,280.7,,4.7,2024-06-28 00:00:00,2024-06-24,2024-06-28 00:00:00,pending,1,1,1,billing,,2024-07-01 00:00:00
EVT001220,AC164,SUB00716,,pro,basic,cancel,price,support,157.98,87.89,-69.05,-48.25,2024-04-18 00:00:00,2024-04-18,2024-04-22 00:00:00,failed,0,1,1,support,backdated change,2024-04-26 00:00:00
EVT001221,AC054,SUB01108,USR00412,,,upgrade,support,sales,0.0,0.0,-9.51,-43.02,2024-09-10 00:00:00,2024-09-14,2024-09-13 00:00:00,failed,1,0,1,billing,,2024-09-18 00:00:00
EVT001222,AC045,SUB00456,USR00273,basic,basic,downgrade,support,support,204.0,0.0,-220.07,,2024-02-21 00:00:00,2024-02-28,2024-02-24 00:00:00,failed,1,1,1,crm,,2024-02-26 00:00:00
EVT001223,AC029,SUB00599,USR00852,basic,enterprise,resume,unknown,support,,78.67,-114.86,43.37,2023-01-16 00:00:00,2023-01-25,2023-01-18 00:00:00,failed,0,1,1,billing,,2023-01-22 00:00:00
EVT001224,AC063,SUB00113,USR00078,pro,enterprise,cancel,feature,api,135.15,207.03,,,2023-09-29 00:00:00,2023-09-23,2023-09-29 00:00:00,success,0,1,0,support,,2023-09-29 00:00:00
EVT001225,AC016,,USR00060,,,resume,price,api,157.69,0.0,,-14.56,2023-07-03 00:00:00,2023-07-07,2023-07-04 00:00:00,reversed,0,0,1,crm,,2023-07-09 00:00:00
EVT001226,AC143,SUB00434,USR00084,basic,basic,downgrade,unknown,sales,182.61,259.42,76.35,-22.08,2023-06-11 00:00:00,2023-06-12,2023-06-12 00:00:00,success,1,0,1,billing,,2023-06-12 00:00:00
EVT001227,AC115,SUB00053,USR00442,,,cancel,support,support,45.08,118.69,,,2023-11-22 00:00:00,2023-11-12,2023-11-25 00:00:00,failed,1,1,0,billing,,2023-11-28 00:00:00
EVT001228,AC016,SUB00435,USR00775,basic,pro,cancel,feature,support,208.33,,-96.75,,2023-10-22 00:00:00,2023-10-20,2023-10-21 00:00:00,pending,0,0,0,billing,support correction,2023-10-23 00:00:00
EVT001229,AC036,SUB00765,,enterprise,basic,cancel,support,api,0.0,324.82,333.25,,2024-09-07 00:00:00,2024-09-01,2024-09-09 00:00:00,pending,1,0,0,support,support correction,2024-09-13 00:00:00
EVT001230,AC092,SUB00937,USR00703,,,downgrade,support,ui,0.0,0.0,-10.99,,2023-12-04 00:00:00,2023-11-26,2023-12-03 00:00:00,reversed,0,1,0,support,,2023-12-04 00:00:00
EVT001231,AC128,,USR00786,basic,,downgrade,price,support,0.0,0.0,-8.24,,2024-04-24 00:00:00,2024-04-23,2024-04-24 00:00:00,failed,1,0,1,billing,backdated change,2024-04-27 00:00:00
EVT001232,AC174,SUB00690,USR00532,basic,pro,upgrade,feature,ui,,103.56,-21.52,49.5,2024-02-16 00:00:00,2024-02-13,2024-02-17 00:00:00,success,1,1,1,support,backdated change,2024-02-21 00:00:00
EVT001233,AC054,SUB00737,,basic,pro,cancel,feature,ui,0.0,0.0,18.73,,2024-06-22 00:00:00,2024-06-23,2024-06-26 00:00:00,pending,1,1,0,crm,,2024-06-30 00:00:00
EVT001234,AC164,SUB01169,,enterprise,,resume,price,support,281.36,0.0,-290.86,-34.58,2023-11-05 00:00:00,2023-11-12,2023-11-09 00:00:00,pending,1,0,0,crm,support correction,2023-11-13 00:00:00
EVT001235,AC102,SUB00746,,enterprise,enterprise,resume,feature,api,143.13,146.64,,,2024-02-12 00:00:00,2024-02-07,2024-02-15 00:00:00,reversed,0,0,0,support,backdated change,2024-02-19 00:00:00
EVT001236,AC085,SUB01115,,basic,enterprise,cancel,support,ui,296.47,0.0,-313.5,47.38,2024-08-28 00:00:00,2024-08-19,2024-08-27 00:00:00,pending,1,1,1,billing,backdated change,2024-08-30 00:00:00
EVT001237,AC150,SUB00373,USR00750,pro,,resume,unknown,sales,0.0,0.0,-18.52,-24.14,2023-09-14 00:00:00,2023-09-18,2023-09-19 00:00:00,success,1,0,1,support,backdated change,2023-09-24 00:00:00
EVT001238,AC115,SUB00726,USR00759,pro,enterprise,downgrade,price,support,,0.0,-4.02,,2023-02-04 00:00:00,2023-02-13,2023-02-08 00:00:00,success,0,0,1,support,,2023-02-08 00:00:00
EVT001239,AC009,SUB01007,,enterprise,pro,cancel,price,ui,49.48,0.0,-54.04,,2023-08-01 00:00:00,2023-08-04,2023-08-04 00:00:00,failed,1,1,0,support,support correction,2023-08-07 00:00:00
EVT001240,AC038,SUB01128,,,enterprise,resume,feature,sales,297.8,0.0,-309.8,,2024-10-02 00:00:00,2024-10-04,2024-10-01 00:00:00,failed,1,0,0,crm,,2024-10-02 00:00:00
EVT001241,AC082,SUB00923,USR00733,basic,,downgrade,price,ui,0.0,194.57,202.07,,2024-06-03 00:00:00,2024-06-06,2024-06-07 00:00:00,pending,0,0,1,billing,support correction,2024-06-08 00:00:00
EVT001242,AC087,SUB00954,USR00673,pro,,cancel,feature,sales,0.0,0.0,-5.93,-10.68,2024-02-12 00:00:00,2024-02-20,2024-02-14 00:00:00,pending,0,1,1,billing,,2024-02-17 00:00:00
EVT001243,AC176,SUB00014,USR00204,enterprise,enterprise,resume,feature,api,0.0,0.0,-9.63,,2023-10-01 00:00:00,2023-09-28,2023-10-05 00:00:00,pending,0,0,0,support,support correction,2023-10-09 00:00:00
EVT001244,AC145,SUB00464,,pro,enterprise,resume,feature,support,258.41,280.27,,-40.29,2024-10-11 00:00:00,2024-10-10,2024-10-12 00:00:00,pending,1,1,0,billing,,2024-10-17 00:00:00
EVT001245,AC149,SUB00609,USR00508,pro,,cancel,price,api,0.0,179.13,,-29.55,2024-06-01 00:00:00,2024-05-31,2024-05-30 00:00:00,reversed,0,1,1,crm,support correction,2024-06-02 00:00:00
EVT001246,AC114,SUB00688,USR00375,enterprise,pro,resume,price,api,0.0,282.06,275.48,18.3,2024-01-04 00:00:00,2024-01-01,2024-01-06 00:00:00,success,1,1,1,crm,,2024-01-09 00:00:00
EVT001247,AC161,SUB00419,USR00891,pro,pro,resume,price,ui,85.67,150.22,71.76,,2024-02-21 00:00:00,2024-02-15,2024-02-24 00:00:00,success,0,0,0,support,support correction,2024-02-25 00:00:00
EVT001248,AC111,SUB00135,USR00605,pro,pro,downgrade,support,support,0.0,143.14,144.69,-5.18,2023-12-29 00:00:00,2023-12-28,2024-01-02 00:00:00,pending,0,1,1,support,support correction,2024-01-06 00:00:00
EVT001249,AC096,SUB00114,USR00078,basic,,cancel,price,sales,56.95,261.55,,,2024-05-24 00:00:00,2024-05-28,2024-05-24 00:00:00,success,0,1,0,crm,,2024-05-29 00:00:00
EVT001250,AC107,SUB00214,USR00608,,pro,resume,unknown,sales,110.35,175.97,,26.84,2023-05-11 00:00:00,2023-05-07,2023-05-12 00:00:00,failed,0,0,1,crm,,2023-05-16 00:00:00
EVT001251,AC140,SUB00493,,pro,enterprise,upgrade,price,ui,295.94,0.0,-279.46,,2024-04-30 00:00:00,2024-05-01,2024-04-30 00:00:00,pending,1,1,1,crm,support correction,2024-05-02 00:00:00
EVT001252,AC066,SUB00227,USR00039,,,cancel,feature,support,269.47,0.0,-275.59,-16.65,2023-04-06 00:00:00,2023-04-12,2023-04-04 00:00:00,failed,1,1,1,support,backdated change,2023-04-08 00:00:00
EVT001253,AC008,SUB00965,,,enterprise,cancel,price,api,0.0,349.62,,,2023-07-08 00:00:00,2023-07-04,2023-07-10 00:00:00,success,0,0,0,support,,2023-07-10 00:00:00
EVT001254,AC168,SUB00126,USR00743,enterprise,basic,upgrade,support,support,0.0,314.09,333.5,,2024-04-12 00:00:00,2024-04-10,2024-04-12 00:00:00,reversed,1,0,1,billing,,2024-04-16 00:00:00
EVT001255,AC101,SUB01158,,pro,pro,resume,feature,support,,98.04,96.02,-19.28,2024-08-19 00:00:00,2024-08-14,2024-08-19 00:00:00,pending,1,0,1,crm,support correction,2024-08-24 00:00:00
EVT001256,AC040,SUB00860,USR00645,,pro,cancel,price,support,0.0,240.94,221.4,-0.45,2024-10-29 00:00:00,2024-10-27,2024-11-02 00:00:00,failed,0,0,1,support,backdated change,2024-11-04 00:00:00
EVT001257,AC073,SUB00052,,,pro,cancel,price,sales,299.81,240.25,-42.56,,2024-03-10 00:00:00,2024-03-07,2024-03-10 00:00:00,reversed,1,1,1,billing,backdated change,2024-03-10 00:00:00
EVT001258,AC030,SUB01153,USR00820,pro,enterprise,downgrade,support,sales,,212.45,74.76,,2024-09-25 00:00:00,2024-09-18,2024-09-29 00:00:00,pending,0,0,0,crm,,2024-09-30 00:00:00
EVT001259,AC102,SUB00996,,,basic,downgrade,unknown,ui,157.84,0.0,-158.9,,2023-04-22 00:00:00,2023-04-21,2023-04-27 00:00:00,pending,0,1,1,support,,2023-05-01 00:00:00
EVT001260,AC117,SUB00496,USR00788,pro,enterprise,cancel,price,api,0.0,52.46,50.88,28.07,2023-03-23 00:00:00,2023-03-14,2023-03-22 00:00:00,pending,1,0,1,crm,backdated change,2023-03-26 00:00:00
EVT001261,AC164,SUB00983,USR00246,basic,,upgrade,price,ui,0.0,,15.32,,2023-08-19 00:00:00,2023-08-17,2023-08-20 00:00:00,pending,0,0,0,crm,,2023-08-21 00:00:00
EVT001262,AC140,SUB01058,USR00185,basic,,resume,support,ui,0.0,107.7,113.3,,2023-08-22 00:00:00,2023-08-16,2023-08-22 00:00:00,pending,0,1,1,crm,backdated change,2023-08-27 00:00:00
EVT001263,AC169,SUB00298,,basic,enterprise,resume,support,sales,38.34,0.0,-43.4,,2024-04-10 00:00:00,2024-04-18,2024-04-09 00:00:00,reversed,0,1,1,crm,support correction,2024-04-13 00:00:00
EVT001264,AC041,SUB00958,USR00211,basic,,cancel,feature,api,0.0,0.0,-7.77,,2023-10-31 00:00:00,2023-10-26,2023-11-05 00:00:00,pending,0,1,0,crm,,2023-11-07 00:00:00
EVT001265,AC158,SUB00943,,enterprise,,resume,price,sales,296.0,0.0,-306.0,14.11,2023-05-07 00:00:00,2023-05-01,2023-05-12 00:00:00,failed,1,0,1,crm,support correction,2023-05-15 00:00:00
EVT001266,AC162,SUB01152,USR00208,,enterprise,downgrade,price,ui,111.83,102.22,-29.29,-48.9,2024-04-05 00:00:00,2024-04-05,2024-04-09 00:00:00,reversed,0,0,0,billing,,2024-04-14 00:00:00
EVT001267,AC179,SUB00340,USR00350,enterprise,enterprise,resume,price,api,,,-32.56,15.96,2023-07-08 00:00:00,2023-07-18,2023-07-10 00:00:00,failed,0,0,1,crm,,2023-07-14 00:00:00
EVT001268,AC165,SUB01031,USR00339,pro,pro,resume,feature,sales,0.0,0.0,-6.53,,2023-12-02 00:00:00,2023-11-25,2023-12-03 00:00:00,reversed,1,0,0,billing,,2023-12-08 00:00:00
EVT001269,AC047,,,,basic,upgrade,feature,api,0.0,0.0,-2.72,43.0,2024-09-27 00:00:00,2024-09-21,2024-09-28 00:00:00,pending,0,1,0,billing,,2024-10-02 00:00:00
EVT001270,AC148,SUB01172,USR00862,pro,basic,downgrade,price,api,0.0,0.0,-7.64,,2024-08-27 00:00:00,2024-08-19,2024-08-26 00:00:00,reversed,1,1,0,billing,backdated change,2024-08-29 00:00:00
EVT001271,AC074,SUB00014,,basic,enterprise,upgrade,price,sales,0.0,170.9,,,2023-12-25 00:00:00,2023-12-23,2023-12-26 00:00:00,reversed,1,1,1,support,,2023-12-27 00:00:00
EVT001272,AC180,SUB00100,USR00856,,basic,cancel,price,api,0.0,329.07,326.47,-13.1,2024-07-05 00:00:00,2024-07-14,2024-07-03 00:00:00,pending,1,1,0,support,support correction,2024-07-03 00:00:00
EVT001273,AC109,SUB00311,USR00812,basic,enterprise,downgrade,price,support,169.74,0.0,-166.94,,2023-01-26 00:00:00,2023-01-29,2023-01-29 00:00:00,reversed,1,0,1,billing,support correction,2023-01-30 00:00:00
EVT001274,AC102,SUB00755,USR00088,enterprise,pro,resume,unknown,ui,0.0,0.0,-6.8,-3.17,2023-09-02 00:00:00,2023-09-11,2023-09-06 00:00:00,success,0,1,0,support,backdated change,2023-09-06 00:00:00
EVT001275,AC150,SUB01079,USR00257,basic,basic,resume,feature,sales,61.19,44.75,,-18.13,2024-03-18 00:00:00,2024-03-26,2024-03-22 00:00:00,success,0,1,0,support,,2024-03-23 00:00:00
EVT001276,AC014,SUB00218,,pro,basic,resume,price,support,,146.0,-107.94,,2024-10-10 00:00:00,2024-09-30,2024-10-12 00:00:00,failed,0,1,1,support,,2024-10-14 00:00:00
EVT001277,AC157,,USR00712,basic,basic,upgrade,price,ui,0.0,0.0,16.01,,2024-03-19 00:00:00,2024-03-13,2024-03-22 00:00:00,success,1,0,0,crm,,2024-03-26 00:00:00
EVT001278,AC052,SUB00911,USR00128,enterprise,pro,cancel,support,ui,40.37,0.0,,-29.5,2023-12-08 00:00:00,2023-12-05,2023-12-09 00:00:00,reversed,0,0,0,billing,support correction,2023-12-14 00:00:00
EVT001279,AC056,SUB00014,USR00227,enterprise,,resume,unknown,sales,86.16,80.28,-21.11,-16.17,2023-03-01 00:00:00,2023-02-19,2023-02-28 00:00:00,success,0,0,1,support,,2023-03-02 00:00:00
EVT001280,AC136,SUB00458,USR00438,basic,basic,resume,feature,ui,213.77,0.0,-206.27,,2024-09-24 00:00:00,2024-09-21,2024-09-29 00:00:00,failed,0,1,1,support,support correction,2024-09-30 00:00:00
EVT001281,AC119,SUB00969,,basic,basic,downgrade,support,api,0.0,322.43,,25.24,2023-09-20 00:00:00,2023-09-23,2023-09-18 00:00:00,success,1,0,0,billing,backdated change,2023-09-21 00:00:00
EVT001282,AC128,SUB00632,,enterprise,,downgrade,feature,support,0.0,67.03,64.32,1.22,2023-05-26 00:00:00,2023-05-22,2023-05-25 00:00:00,failed,0,1,1,crm,support correction,2023-05-30 00:00:00
EVT001283,AC051,SUB00081,USR00722,,enterprise,cancel,feature,ui,0.0,0.0,8.51,29.13,2023-07-14 00:00:00,2023-07-09,2023-07-16 00:00:00,pending,0,0,1,support,,2023-07-16 00:00:00
EVT001284,AC033,SUB00793,,enterprise,enterprise,resume,unknown,sales,0.0,256.56,259.92,,2023-01-27 00:00:00,2023-01-23,2023-02-01 00:00:00,failed,1,0,0,crm,,2023-02-02 00:00:00
EVT001285,AC008,SUB00755,,,,upgrade,support,sales,0.0,0.0,-10.39,35.53,2023-08-09 00:00:00,2023-08-04,2023-08-12 00:00:00,failed,1,1,1,billing,,2023-08-15 00:00:00
EVT001286,AC142,SUB00332,USR00756,basic,,upgrade,price,sales,61.7,251.18,208.59,-32.96,2024-08-01 00:00:00,2024-08-04,2024-08-06 00:00:00,pending,0,0,1,crm,backdated change,2024-08-10 00:00:00
EVT001287,AC141,SUB00047,USR00484,,enterprise,upgrade,unknown,support,117.7,,-118.57,,2024-02-16 00:00:00,2024-02-13,2024-02-18 00:00:00,pending,1,0,0,crm,,2024-02-22 00:00:00
EVT001288,AC094,SUB00202,,pro,basic,downgrade,price,api,0.0,0.0,-10.57,36.23,2024-03-03 00:00:00,2024-03-04,2024-03-07 00:00:00,reversed,0,1,1,support,support correction,2024-03-10 00:00:00
EVT001289,AC109,SUB00322,USR00847,basic,pro,cancel,unknown,ui,109.75,,0.58,,2023-06-17 00:00:00,2023-06-22,2023-06-16 00:00:00,pending,1,1,1,support,,2023-06-16 00:00:00
EVT001290,AC159,SUB00490,USR00623,pro,,cancel,feature,support,40.26,0.0,-21.98,,2024-08-26 00:00:00,2024-08-25,2024-08-29 00:00:00,success,0,1,0,billing,,2024-09-02 00:00:00
EVT001291,AC135,SUB00313,USR00862,basic,basic,downgrade,unknown,support,87.16,0.0,-84.64,,2023-04-08 00:00:00,2023-04-13,2023-04-09 00:00:00,success,1,0,1,support,,2023-04-12 00:00:00
EVT001292,AC143,SUB00728,USR00826,,basic,cancel,support,api,0.0,189.19,208.83,13.32,2023-09-23 00:00:00,2023-09-19,2023-09-28 00:00:00,success,0,1,1,support,,2023-09-30 00:00:00
EVT001293,AC138,,USR00694,,basic,cancel,support,api,275.2,227.3,-47.3,,2023-06-27 00:00:00,2023-06-29,2023-06-26 00:00:00,pending,1,0,0,support,support correction,2023-06-30 00:00:00
EVT001294,AC075,SUB00856,,enterprise,pro,downgrade,price,ui,0.0,0.0,-16.96,-7.79,2023-04-17 00:00:00,2023-04-17,2023-04-22 00:00:00,failed,0,1,1,billing,backdated change,2023-04-25 00:00:00
EVT001295,AC105,SUB00498,,pro,,downgrade,unknown,api,0.0,168.92,166.97,-43.57,2023-07-24 00:00:00,2023-07-25,2023-07-28 00:00:00,failed,1,0,0,crm,,2023-07-30 00:00:00
EVT001296,AC145,SUB01062,USR00459,basic,pro,resume,unknown,support,0.0,109.03,,,2023-08-16 00:00:00,2023-08-08,2023-08-17 00:00:00,failed,0,1,1,crm,,2023-08-17 00:00:00
EVT001297,AC010,SUB01071,,enterprise,basic,cancel,unknown,ui,0.0,0.0,17.82,-45.71,2023-02-24 00:00:00,2023-02-27,2023-02-26 00:00:00,success,0,1,1,crm,,2023-02-26 00:00:00
EVT001298,AC173,SUB00284,USR00756,pro,pro,cancel,support,support,0.0,215.44,223.21,,2024-01-25 00:00:00,2024-01-30,2024-01-26 00:00:00,reversed,0,0,0,billing,,2024-01-27 00:00:00
EVT001299,AC061,SUB01147,USR00106,enterprise,,upgrade,unknown,sales,149.93,245.66,103.32,,2023-11-01 00:00:00,2023-10-30,2023-11-01 00:00:00,reversed,1,0,1,support,support correction,2023-11-05 00:00:00
EVT001300,AC174,SUB00595,,enterprise,,downgrade,support,api,,,16.73,,2023-04-16 00:00:00,2023-04-18,2023-04-15 00:00:00,failed,1,1,0,crm,support correction,2023-04-20 00:00:00
EVT001301,AC048,SUB00476,USR00083,pro,basic,resume,feature,ui,95.08,213.51,122.61,,2023-12-15 00:00:00,2023-12-23,2023-12-16 00:00:00,failed,0,1,1,billing,,2023-12-16 00:00:00
EVT001302,AC125,,USR00203,basic,pro,downgrade,support,ui,0.0,0.0,2.05,27.03,2024-05-06 00:00:00,2024-05-06,2024-05-09 00:00:00,failed,1,0,1,support,support correction,2024-05-09 00:00:00
EVT001303,AC004,SUB00107,USR00873,,enterprise,cancel,unknown,ui,0.0,0.0,-14.62,-34.88,2024-04-06 00:00:00,2024-04-07,2024-04-11 00:00:00,reversed,0,1,0,crm,support correction,2024-04-16 00:00:00
EVT001304,AC036,,,enterprise,pro,downgrade,support,ui,0.0,,47.27,,2023-09-15 00:00:00,2023-09-12,2023-09-17 00:00:00,failed,0,1,1,crm,,2023-09-22 00:00:00
EVT001305,AC088,SUB00449,USR00812,pro,,upgrade,unknown,ui,120.22,0.0,-113.01,,2024-02-18 00:00:00,2024-02-17,2024-02-17 00:00:00,pending,1,1,1,crm,,2024-02-20 00:00:00
EVT001306,AC141,SUB00585,USR00456,,,cancel,unknown,sales,0.0,240.17,246.47,,2023-05-15 00:00:00,2023-05-07,2023-05-17 00:00:00,pending,0,0,1,support,,2023-05-20 00:00:00
EVT001307,AC030,SUB00323,USR00764,basic,pro,resume,feature,support,203.52,126.05,-76.85,1.22,2023-05-08 00:00:00,2023-05-05,2023-05-06 00:00:00,success,1,1,0,billing,,2023-05-06 00:00:00
EVT001308,AC105,SUB00014,USR00833,enterprise,enterprise,upgrade,unknown,api,0.0,197.39,195.21,,2023-08-05 00:00:00,2023-08-05,2023-08-08 00:00:00,pending,0,1,0,support,backdated change,2023-08-12 00:00:00
EVT001309,AC058,SUB00881,,pro,basic,downgrade,unknown,api,0.0,260.95,272.96,,2023-11-10 00:00:00,2023-11-01,2023-11-14 00:00:00,success,1,0,1,support,,2023-11-18 00:00:00
EVT001310,AC085,SUB00928,USR00732,basic,enterprise,downgrade,feature,ui,,0.0,-175.08,,2024-05-08 00:00:00,2024-05-02,2024-05-09 00:00:00,failed,0,0,0,support,support correction,2024-05-11 00:00:00
EVT001311,AC034,SUB00577,USR00432,enterprise,pro,upgrade,support,ui,172.26,176.47,14.11,,2024-07-17 00:00:00,2024-07-10,2024-07-20 00:00:00,pending,1,0,1,crm,backdated change,2024-07-21 00:00:00
EVT001312,AC102,SUB00827,USR00285,basic,basic,downgrade,support,sales,66.51,0.0,-56.61,,2024-02-01 00:00:00,2024-02-08,2024-02-01 00:00:00,failed,0,0,0,support,,2024-02-04 00:00:00
