tckt_id,acct_ref,sub_ref,tckt_cat,prio_cd,tckt_stat,opened_ts,first_resp_ts,resolved_ts,assigned_agent,contact_channel,sla_hrs,csat_score,internal_note
TCK00537,AC104,SUB00987,feature_request,low,reopened,2023-10-19 00:00:00,2023-10-19 13:00:00,2023-10-22 20:00:00,Anna Kowalska,email,48.0,2.0,follow up needed
TCK00538,AC179,SUB01446,feature_request,low,open,2023-01-19 00:00:00,2023-01-20 01:00:00,,Tom Wilson,chat,4.0,2.0,customer angry
TCK00539,AC076,,feature_request,,open,2024-03-27 00:00:00,2024-03-27 21:00:00,2024-03-28 09:00:00,Tom Wilson,phone,,,follow up needed
TCK00540,AC142,SUB02448,billing,medium,pending,2023-10-02 00:00:00,2023-10-04 21:00:00,2023-10-09 11:00:00,John Miller,phone,24.0,2.0,customer angry
TCK00541,AC033,SUB01928,technical,low,resolved ,2023-02-16 00:00:00,2023-02-16 01:00:00,2023-02-20 23:00:00,Emily Davis,,,3.0,customer angry
TCK00542,AC050,SUB00034,feature_request,low,resolved ,2022-03-10 00:00:00,2022-03-12 04:00:00,2022-03-18 14:00:00,,EMAIL,8.0,3.0,customer angry
TCK00543,AC108,SUB01766,,medium,resolved,2023-09-07 00:00:00,2023-09-09 01:00:00,2023-09-17 07:00:00,Sarah Brown,,24.0,,
TCK00544,AC171,,,medium,reopened,2022-03-11 00:00:00,2022-03-13 09:00:00,2022-03-20 05:00:00,Anna Kowalska,chat,4.0,5.0,customer angry
TCK00545,AC098,SUB01499,billing,low,pending,2022-11-13 00:00:00,2022-11-15 06:00:00,2022-11-21 21:00:00,Tom Wilson,web,24.0,2.0,follow up needed
TCK00546,AC174,SUB01499,other,urgent,resolved ,2023-01-20 00:00:00,2023-01-20 04:00:00,2023-01-27 22:00:00,Tom Wilson,chat,24.0,3.0,customer angry
TCK00547,AC045,,billing,medium,resolved ,2023-06-18 00:00:00,2023-06-20 05:00:00,2023-06-23 07:00:00,Tom Wilson,phone,8.0,2.0,billing escalation
TCK00548,AC158,,,medium,reopened,2022-02-25 00:00:00,2022-02-26 07:00:00,2022-03-05 18:00:00,A. Kowalska,EMAIL,24.0,2.0,
TCK00549,AC146,SUB01485,feature_request,low,pending,2023-10-07 00:00:00,,,Anna Kowalska,,8.0,2.0,follow up needed
TCK00550,AC078,SUB00302,technical,medium,reopened,2022-04-04 00:00:00,2022-04-06 22:00:00,2022-04-16 21:00:00,John Miller,web,48.0,3.0,follow up needed
TCK00551,AC104,SUB01845,technical,high,resolved,2024-01-09 00:00:00,2024-01-11 06:00:00,,,,8.0,3.0,
TCK00552,AC141,SUB01146,feature_request,urgent,closed,2022-03-23 00:00:00,2022-03-24 22:00:00,2022-03-26 17:00:00,,EMAIL,48.0,2.0,
TCK00553,AC001,SUB02553,account,,reopened,2022-01-21 00:00:00,2022-01-23 06:00:00,2022-01-31 09:00:00,Sarah Brown,EMAIL,8.0,3.0,
TCK00554,AC078,SUB00487,feature_request,low,resolved,2023-04-20 00:00:00,2023-04-21 12:00:00,2023-04-28 00:00:00,Sarah Brown,,48.0,2.0,follow up needed
TCK00555,AC074,,other,high,closed,2022-07-14 00:00:00,,,A. Kowalska,web,48.0,,
TCK00556,AC054,,billing,urgent,reopened,2023-01-29 00:00:00,2023-01-29 09:00:00,2023-01-29 19:00:00,Sarah Brown,chat,48.0,3.0,
TCK00557,AC111,SUB01389,feature_request,urgent,resolved ,2023-06-06 00:00:00,2023-06-07 23:00:00,2023-06-14 22:00:00,Marek Nowak,chat,48.0,1.0,
TCK00558,AC149,SUB01498,technical,high,reopened,2023-10-09 00:00:00,2023-10-09 03:00:00,2023-10-16 01:00:00,,,8.0,3.0,follow up needed
TCK00559,AC156,SUB00816,billing,urgent,closed,2023-09-09 00:00:00,2023-09-09 20:00:00,,John Miller,EMAIL,8.0,4.0,follow up needed
TCK00560,AC168,SUB01645,,urgent,reopened,2024-04-29 00:00:00,2024-04-30 14:00:00,2024-05-06 07:00:00,Emily Davis,,48.0,,customer angry
TCK00561,AC083,SUB00186,,medium,resolved ,2022-04-22 00:00:00,2022-04-23 20:00:00,2022-04-26 17:00:00,A. Kowalska,,24.0,1.0,follow up needed
TCK00562,AC120,,,urgent,reopened,2024-04-15 00:00:00,2024-04-15 12:00:00,,A. Kowalska,,24.0,,
TCK00563,AC114,SUB01941,feature_request,medium,reopened,2022-06-24 00:00:00,2022-06-24 23:00:00,2022-06-27 02:00:00,John Miller,web,,2.0,follow up needed
TCK00564,AC114,SUB00611,technical,medium,resolved,2022-07-25 00:00:00,,,A. Kowalska,web,,1.0,follow up needed
TCK00565,AC173,SUB02112,billing,high,open,2022-03-23 00:00:00,2022-03-25 00:00:00,,Marek Nowak,web,48.0,,customer angry
TCK00566,AC055,,billing,,open,2022-01-10 00:00:00,,,John Miller,chat,,1.0,
TCK00567,AC131,SUB01305,account,,closed,2023-09-10 00:00:00,2023-09-11 10:00:00,2023-09-16 12:00:00,Tom Wilson,phone,24.0,3.0,follow up needed
TCK00568,AC122,,account,low,open,2023-01-05 00:00:00,2023-01-07 00:00:00,2023-01-10 20:00:00,,,48.0,,follow up needed
TCK00569,AC044,SUB01226,technical,high,closed,2022-01-27 00:00:00,2022-01-29 19:00:00,2022-02-06 07:00:00,,EMAIL,48.0,,follow up needed
TCK00570,AC169,SUB02078,account,low,resolved ,2022-01-04 00:00:00,2022-01-05 17:00:00,,Tom Wilson,,48.0,2.0,billing escalation
TCK00571,AC022,SUB02181,feature_request,low,resolved ,2023-05-12 00:00:00,2023-05-12 10:00:00,2023-05-22 09:00:00,A. Kowalska,phone,,2.0,follow up needed
TCK00572,AC073,SUB02306,feature_request,low,resolved,2024-06-09 00:00:00,2024-06-11 16:00:00,,,web,8.0,4.0,customer angry
TCK00573,AC132,SUB00069,,low,open,2023-05-09 00:00:00,2023-05-10 06:00:00,2023-05-12 02:00:00,A. Kowalska,,4.0,2.0,
TCK00574,AC170,SUB00449,feature_request,low,resolved ,2023-01-28 00:00:00,2023-01-29 04:00:00,2023-02-05 07:00:00,Sarah Brown,EMAIL,48.0,1.0,
TCK00575,AC163,SUB02391,,urgent,resolved ,2024-06-11 00:00:00,2024-06-11 08:00:00,2024-06-15 09:00:00,,web,8.0,2.0,
TCK00576,AC159,SUB02578,,,pending,2022-04-29 00:00:00,2022-04-29 14:00:00,,John Miller,EMAIL,24.0,2.0,
TCK00577,AC086,,other,medium,closed,2023-01-25 00:00:00,2023-01-25 00:00:00,2023-01-31 08:00:00,A. Kowalska,phone,24.0,,follow up needed
TCK00578,AC024,SUB02370,billing,,closed,2023-06-17 00:00:00,2023-06-18 04:00:00,,Tom Wilson,chat,24.0,2.0,
TCK00579,AC061,SUB00211,,low,reopened,2023-11-28 00:00:00,2023-11-29 12:00:00,,Tom Wilson,phone,,,customer angry
TCK00580,AC173,SUB00699,feature_request,high,resolved ,2022-10-08 00:00:00,2022-10-10 13:00:00,2022-10-12 21:00:00,A. Kowalska,email,24.0,2.0,follow up needed
TCK00581,AC080,SUB02539,technical,urgent,resolved ,2024-05-18 00:00:00,2024-05-19 04:00:00,2024-05-19 18:00:00,A. Kowalska,phone,8.0,1.0,billing escalation
TCK00582,AC058,SUB01558,feature_request,urgent,open,2023-02-06 00:00:00,2023-02-08 12:00:00,2023-02-16 14:00:00,,,24.0,3.0,follow up needed
TCK00583,AC051,,account,,open,2023-12-19 00:00:00,2023-12-21 02:00:00,,Emily Davis,web,8.0,5.0,follow up needed
TCK00584,AC038,SUB00130,technical,medium,resolved ,2023-03-29 00:00:00,2023-03-30 13:00:00,2023-04-01 19:00:00,Anna Kowalska,phone,,1.0,follow up needed
TCK00585,AC007,SUB00451,billing,low,resolved,2023-01-21 00:00:00,2023-01-23 06:00:00,2023-01-25 02:00:00,,chat,4.0,1.0,billing escalation
TCK00586,AC012,,,urgent,pending,2023-10-28 00:00:00,2023-10-30 07:00:00,2023-11-06 00:00:00,Anna Kowalska,email,8.0,4.0,
TCK00587,AC063,SUB01716,,low,closed,2022-11-06 00:00:00,2022-11-06 22:00:00,2022-11-10 23:00:00,A. Kowalska,phone,48.0,3.0,customer angry
TCK00588,AC122,,other,medium,open,2022-05-03 00:00:00,2022-05-03 15:00:00,2022-05-10 19:00:00,,phone,4.0,5.0,follow up needed
TCK00589,AC157,SUB01681,billing,high,open,2023-01-29 00:00:00,2023-01-31 07:00:00,2023-02-01 16:00:00,,chat,48.0,,customer angry
TCK00590,AC019,SUB02505,feature_request,low,reopened,2023-02-08 00:00:00,2023-02-10 20:00:00,2023-02-16 12:00:00,,,4.0,2.0,customer angry
TCK00591,AC117,SUB00256,feature_request,high,open,2022-07-05 00:00:00,2022-07-05 23:00:00,,Anna Kowalska,chat,,2.0,follow up needed
TCK00592,AC107,SUB02125,billing,,resolved,2022-03-31 00:00:00,2022-03-31 04:00:00,,Tom Wilson,EMAIL,8.0,4.0,customer angry
TCK00593,AC162,SUB01332,,,closed,2022-09-12 00:00:00,2022-09-14 18:00:00,2022-09-17 22:00:00,Sarah Brown,EMAIL,48.0,,
TCK00594,AC148,SUB01960,technical,low,resolved ,2023-06-20 00:00:00,2023-06-21 21:00:00,2023-06-27 08:00:00,Anna Kowalska,chat,4.0,2.0,follow up needed
TCK00595,AC050,SUB01286,other,medium,reopened,2022-11-03 00:00:00,2022-11-04 03:00:00,2022-11-10 14:00:00,Tom Wilson,phone,8.0,,billing escalation
TCK00596,AC179,SUB01883,account,high,closed,2023-03-09 00:00:00,,,Sarah Brown,web,48.0,1.0,
TCK00597,AC099,SUB01403,,high,resolved ,2023-11-24 00:00:00,2023-11-24 18:00:00,2023-11-25 13:00:00,Marek Nowak,,24.0,5.0,billing escalation
TCK00598,AC127,SUB01083,feature_request,urgent,open,2023-09-12 00:00:00,2023-09-12 19:00:00,2023-09-21 05:00:00,Marek Nowak,email,24.0,1.0,billing escalation
TCK00599,AC103,SUB00788,,low,resolved,2022-04-23 00:00:00,2022-04-25 04:00:00,,Tom Wilson,phone,8.0,2.0,
TCK00600,AC063,SUB01143,technical,urgent,open,2022-01-11 00:00:00,,,John Miller,chat,,,
TCK00601,AC038,SUB00922,account,,resolved,2023-08-26 00:00:00,2023-08-28 14:00:00,,,phone,,1.0,customer angry
TCK00602,AC168,SUB01220,,,reopened,2022-06-24 00:00:00,2022-06-26 01:00:00,,A. Kowalska,web,,2.0,
TCK00603,AC177,SUB00850,feature_request,,resolved ,2022-01-10 00:00:00,2022-01-10 19:00:00,2022-01-12 08:00:00,Emily Davis,email,24.0,,follow up needed
TCK00604,AC002,SUB02003,account,urgent,reopened,2023-11-26 00:00:00,2023-11-28 10:00:00,,Emily Davis,phone,48.0,5.0,follow up needed
TCK00605,AC028,SUB01429,account,low,resolved ,2022-11-09 00:00:00,2022-11-09 11:00:00,2022-11-13 20:00:00,John Miller,email,8.0,1.0,follow up needed
TCK00606,AC109,SUB01121,,high,reopened,2023-08-13 00:00:00,,,,email,48.0,,billing escalation
TCK00607,AC057,SUB02349,other,low,closed,2024-01-19 00:00:00,2024-01-21 15:00:00,2024-01-28 21:00:00,Anna Kowalska,EMAIL,8.0,,customer angry
TCK00608,AC046,SUB01556,,,resolved ,2024-01-02 00:00:00,2024-01-04 20:00:00,2024-01-07 11:00:00,Anna Kowalska,EMAIL,48.0,2.0,billing escalation
TCK00609,AC179,SUB01617,account,low,closed,2022-08-19 00:00:00,2022-08-20 22:00:00,2022-08-26 10:00:00,,web,8.0,3.0,customer angry
TCK00610,AC133,SUB00600,billing,high,resolved,2022-12-13 00:00:00,2022-12-14 07:00:00,2022-12-23 09:00:00,,phone,24.0,2.0,customer angry
TCK00611,AC119,SUB01179,,,open,2024-01-26 00:00:00,2024-01-28 02:00:00,2024-01-31 09:00:00,,EMAIL,48.0,1.0,
TCK00612,AC013,SUB00324,billing,high,resolved ,2022-01-07 00:00:00,2022-01-08 18:00:00,2022-01-09 22:00:00,Sarah Brown,web,24.0,1.0,customer angry
TCK00613,AC143,SUB01812,technical,urgent,open,2023-03-18 00:00:00,2023-03-18 10:00:00,2023-03-28 01:00:00,,email,8.0,,
TCK00614,AC064,SUB01963,technical,,resolved,2022-08-20 00:00:00,2022-08-21 23:00:00,2022-08-26 13:00:00,John Miller,web,48.0,2.0,follow up needed
TCK00615,AC032,SUB02207,,medium,open,2022-12-29 00:00:00,2022-12-29 00:00:00,2023-01-07 07:00:00,Marek Nowak,phone,4.0,2.0,
TCK00616,AC117,SUB02303,technical,urgent,resolved ,2023-03-08 00:00:00,2023-03-08 04:00:00,,Emily Davis,email,48.0,4.0,billing escalation
TCK00617,AC035,SUB00563,feature_request,,resolved ,2023-05-23 00:00:00,2023-05-23 16:00:00,2023-05-31 20:00:00,A. Kowalska,chat,4.0,1.0,customer angry
TCK00618,AC119,,,medium,open,2022-05-10 00:00:00,2022-05-12 16:00:00,,Tom Wilson,web,,,customer angry
TCK00619,AC171,SUB00981,feature_request,medium,reopened,2023-03-21 00:00:00,2023-03-22 12:00:00,2023-03-30 15:00:00,Sarah Brown,,,2.0,follow up needed
TCK00620,AC136,SUB02176,,urgent,pending,2022-10-15 00:00:00,2022-10-16 09:00:00,2022-10-19 01:00:00,,,4.0,,billing escalation
TCK00621,AC144,SUB00954,feature_request,low,resolved,2023-09-18 00:00:00,2023-09-18 19:00:00,2023-09-20 05:00:00,Marek Nowak,chat,48.0,1.0,billing escalation
TCK00622,AC153,,billing,urgent,closed,2022-07-24 00:00:00,,,,phone,8.0,2.0,
TCK00623,AC082,SUB01935,account,low,resolved,2023-03-13 00:00:00,2023-03-15 17:00:00,2023-03-16 07:00:00,Tom Wilson,phone,24.0,,
TCK00624,AC114,,billing,low,resolved ,2022-09-10 00:00:00,2022-09-10 06:00:00,,Tom Wilson,chat,24.0,4.0,
TCK00625,AC157,SUB00022,account,high,resolved,2023-09-14 00:00:00,2023-09-14 23:00:00,2023-09-20 05:00:00,John Miller,email,4.0,,billing escalation
TCK00626,AC130,SUB00647,account,,reopened,2024-02-28 00:00:00,2024-02-29 18:00:00,2024-03-09 10:00:00,Tom Wilson,chat,24.0,2.0,billing escalation
TCK00627,AC110,SUB01949,billing,medium,resolved ,2023-01-29 00:00:00,,,John Miller,email,,,follow up needed
TCK00628,AC141,SUB00817,other,,resolved,2022-07-17 00:00:00,2022-07-17 12:00:00,,Emily Davis,,48.0,2.0,billing escalation
TCK00629,AC115,SUB01177,other,high,reopened,2024-01-09 00:00:00,2024-01-09 16:00:00,,Tom Wilson,phone,48.0,,customer angry
TCK00630,AC041,SUB00243,feature_request,,reopened,2023-03-23 00:00:00,,,Anna Kowalska,chat,,3.0,follow up needed
TCK00631,AC122,SUB00367,other,low,resolved ,2022-10-24 00:00:00,,,Marek Nowak,,48.0,4.0,billing escalation
TCK00632,AC116,SUB00952,other,urgent,reopened,2024-06-10 00:00:00,2024-06-10 09:00:00,,A. Kowalska,web,,3.0,follow up needed
TCK00633,AC067,SUB00153,other,medium,reopened,2022-07-08 00:00:00,,,Anna Kowalska,EMAIL,48.0,5.0,billing escalation
TCK00634,AC064,SUB00718,other,low,pending,2022-09-23 00:00:00,2022-09-24 04:00:00,2022-09-27 01:00:00,Marek Nowak,email,,2.0,
TCK00635,AC164,SUB00721,billing,medium,pending,2022-02-10 00:00:00,2022-02-11 11:00:00,2022-02-14 09:00:00,,email,4.0,,
TCK00636,AC071,SUB00149,other,high,resolved ,2023-10-10 00:00:00,2023-10-11 23:00:00,2023-10-19 12:00:00,Sarah Brown,web,,3.0,
TCK00637,AC134,SUB01627,,high,pending,2022-02-28 00:00:00,2022-02-28 01:00:00,2022-03-02 10:00:00,Emily Davis,email,,,billing escalation
TCK00638,AC125,SUB00764,,,reopened,2022-04-19 00:00:00,2022-04-21 00:00:00,2022-04-23 18:00:00,Marek Nowak,web,8.0,3.0,
TCK00639,AC161,SUB01186,technical,urgent,resolved,2022-07-28 00:00:00,2022-07-30 02:00:00,,Sarah Brown,web,4.0,4.0,follow up needed
TCK00640,AC062,SUB00038,feature_request,medium,resolved ,2023-04-16 00:00:00,2023-04-16 22:00:00,,Emily Davis,email,24.0,2.0,follow up needed
TCK00641,AC071,SUB02469,billing,urgent,pending,2024-04-17 00:00:00,2024-04-18 00:00:00,,,,48.0,1.0,billing escalation
TCK00642,AC113,,feature_request,low,open,2022-05-21 00:00:00,2022-05-21 01:00:00,2022-05-25 02:00:00,Anna Kowalska,,4.0,2.0,follow up needed
TCK00643,AC020,SUB01166,technical,,open,2024-02-28 00:00:00,,,Anna Kowalska,email,,,
TCK00644,AC074,SUB02226,other,urgent,pending,2024-05-23 00:00:00,2024-05-24 01:00:00,,Emily Davis,phone,48.0,2.0,follow up needed
TCK00645,AC061,SUB00550,billing,low,open,2022-02-27 00:00:00,2022-02-28 10:00:00,2022-03-01 18:00:00,,phone,4.0,5.0,
TCK00646,AC070,SUB01918,technical,low,pending,2022-05-26 00:00:00,,,A. Kowalska,web,8.0,3.0,
TCK00647,AC086,SUB00462,billing,urgent,pending,2022-08-20 00:00:00,2022-08-22 01:00:00,2022-08-29 17:00:00,John Miller,chat,4.0,3.0,
TCK00648,AC082,SUB01880,billing,low,reopened,2022-03-20 00:00:00,2022-03-20 15:00:00,2022-03-30 12:00:00,Sarah Brown,chat,48.0,5.0,
TCK00649,AC139,SUB00763,,high,reopened,2023-09-07 00:00:00,2023-09-09 06:00:00,,Emily Davis,phone,4.0,3.0,
TCK00650,AC021,,billing,low,pending,2023-11-09 00:00:00,2023-11-10 09:00:00,2023-11-18 00:00:00,Sarah Brown,phone,8.0,4.0,
TCK00651,AC036,SUB01209,other,urgent,resolved ,2024-01-09 00:00:00,2024-01-11 13:00:00,2024-01-12 18:00:00,Emily Davis,chat,4.0,3.0,follow up needed
TCK00652,AC039,SUB00792,feature_request,urgent,reopened,2022-07-06 00:00:00,2022-07-07 21:00:00,2022-07-12 10:00:00,Tom Wilson,chat,8.0,4.0,
TCK00653,AC060,,technical,urgent,open,2023-07-17 00:00:00,2023-07-19 20:00:00,2023-07-25 14:00:00,A. Kowalska,EMAIL,,,follow up needed
TCK00654,AC099,SUB01661,account,low,pending,2023-12-21 00:00:00,,,Anna Kowalska,phone,,4.0,follow up needed
TCK00655,AC178,SUB02111,account,high,pending,2022-04-23 00:00:00,,,Emily Davis,web,8.0,5.0,
TCK00656,AC040,SUB01642,technical,low,resolved ,2022-09-06 00:00:00,2022-09-07 04:00:00,,Sarah Brown,web,4.0,,
TCK00657,AC055,SUB00757,billing,,open,2023-01-16 00:00:00,,,,EMAIL,8.0,1.0,follow up needed
TCK00658,AC017,SUB01956,other,urgent,pending,2023-01-10 00:00:00,2023-01-11 07:00:00,,Sarah Brown,web,8.0,,billing escalation
TCK00659,AC107,SUB01017,feature_request,low,resolved,2023-12-17 00:00:00,2023-12-19 12:00:00,2023-12-23 03:00:00,John Miller,chat,4.0,,customer angry
TCK00660,AC105,,feature_request,urgent,resolved ,2023-09-11 00:00:00,2023-09-13 16:00:00,,,EMAIL,24.0,5.0,billing escalation
TCK00661,AC085,SUB01830,billing,,closed,2022-11-10 00:00:00,2022-11-12 06:00:00,2022-11-15 04:00:00,Sarah Brown,,8.0,4.0,billing escalation
TCK00662,AC139,SUB01351,other,low,resolved ,2022-02-27 00:00:00,2022-02-27 23:00:00,2022-03-05 23:00:00,,web,24.0,,
TCK00663,AC120,SUB02347,feature_request,medium,resolved,2024-04-27 00:00:00,2024-04-27 06:00:00,2024-05-04 04:00:00,John Miller,email,4.0,3.0,billing escalation
TCK00664,AC107,,other,low,open,2024-03-08 00:00:00,2024-03-08 03:00:00,2024-03-09 21:00:00,Marek Nowak,EMAIL,4.0,3.0,follow up needed
TCK00665,AC016,SUB00968,other,,open,2023-07-19 00:00:00,2023-07-19 04:00:00,2023-07-20 02:00:00,,email,4.0,3.0,customer angry
TCK00666,AC053,,account,high,closed,2022-11-13 00:00:00,,,,chat,24.0,4.0,
TCK00667,AC108,,,,open,2022-05-13 00:00:00,2022-05-13 12:00:00,2022-05-23 02:00:00,,chat,4.0,5.0,
TCK00668,AC100,SUB01661,,urgent,open,2023-05-04 00:00:00,2023-05-04 04:00:00,2023-05-05 19:00:00,John Miller,,8.0,2.0,follow up needed
TCK00669,AC150,SUB01274,other,,resolved,2024-02-27 00:00:00,2024-02-29 16:00:00,2024-03-08 11:00:00,,chat,24.0,3.0,
TCK00670,AC179,SUB01209,,urgent,pending,2023-10-01 00:00:00,2023-10-03 07:00:00,,Marek Nowak,EMAIL,,1.0,follow up needed
TCK00671,AC006,SUB00905,billing,medium,resolved,2023-08-04 00:00:00,2023-08-06 15:00:00,,,email,48.0,1.0,
TCK00672,AC148,SUB00548,account,,resolved,2022-11-18 00:00:00,2022-11-19 13:00:00,,Tom Wilson,email,4.0,2.0,
TCK00673,AC098,SUB01864,,medium,open,2022-09-22 00:00:00,2022-09-23 08:00:00,2022-09-28 02:00:00,,email,24.0,3.0,
TCK00674,AC123,SUB02482,other,high,resolved,2023-02-23 00:00:00,2023-02-23 16:00:00,2023-03-01 04:00:00,John Miller,,48.0,5.0,
TCK00675,AC002,SUB02250,billing,medium,resolved ,2022-09-27 00:00:00,2022-09-27 05:00:00,2022-10-04 02:00:00,,email,8.0,1.0,
TCK00676,AC091,SUB02202,feature_request,urgent,resolved ,2023-01-20 00:00:00,2023-01-22 03:00:00,2023-01-24 13:00:00,John Miller,phone,48.0,4.0,billing escalation
TCK00677,AC077,SUB00895,billing,urgent,closed,2024-04-17 00:00:00,2024-04-17 10:00:00,,Marek Nowak,web,24.0,1.0,
TCK00678,AC100,SUB02441,feature_request,low,resolved,2022-12-17 00:00:00,2022-12-19 14:00:00,2022-12-27 12:00:00,,email,,2.0,
TCK00679,AC108,SUB00336,feature_request,low,resolved,2022-05-30 00:00:00,2022-05-31 16:00:00,2022-06-07 02:00:00,A. Kowalska,web,8.0,1.0,follow up needed
TCK00680,AC138,SUB02164,,urgent,resolved,2024-06-07 00:00:00,,,Emily Davis,,8.0,1.0,follow up needed
TCK00681,AC140,SUB00320,feature_request,urgent,reopened,2022-03-12 00:00:00,2022-03-12 10:00:00,2022-03-20 01:00:00,Marek Nowak,,24.0,2.0,customer angry
TCK00682,AC155,SUB00460,account,medium,pending,2022-04-05 00:00:00,2022-04-07 06:00:00,2022-04-15 07:00:00,Tom Wilson,web,48.0,4.0,billing escalation
TCK00683,AC057,,other,urgent,open,2023-12-07 00:00:00,2023-12-09 07:00:00,2023-12-16 17:00:00,,EMAIL,8.0,1.0,billing escalation
TCK00684,AC125,SUB02071,feature_request,medium,closed,2023-09-24 00:00:00,2023-09-25 16:00:00,,Tom Wilson,email,48.0,3.0,billing escalation
TCK00685,AC057,SUB02199,feature_request,medium,resolved ,2024-01-10 00:00:00,,,,,,1.0,customer angry
TCK00686,AC070,,technical,,closed,2022-08-12 00:00:00,2022-08-13 00:00:00,2022-08-18 20:00:00,Marek Nowak,phone,8.0,2.0,billing escalation
TCK00687,AC112,SUB02132,account,,open,2022-01-15 00:00:00,2022-01-16 22:00:00,,,,48.0,4.0,
TCK00688,AC125,SUB00842,account,low,pending,2022-12-27 00:00:00,2022-12-29 21:00:00,2023-01-07 01:00:00,,web,24.0,2.0,billing escalation
TCK00689,AC008,SUB02003,,urgent,resolved ,2023-09-02 00:00:00,2023-09-04 07:00:00,2023-09-13 08:00:00,Emily Davis,,,1.0,customer angry
TCK00690,AC100,,feature_request,low,closed,2024-04-05 00:00:00,2024-04-05 11:00:00,2024-04-12 01:00:00,,email,48.0,5.0,billing escalation
TCK00691,AC087,SUB00228,account,urgent,pending,2024-04-05 00:00:00,,,Marek Nowak,web,,4.0,customer angry
TCK00692,AC172,SUB02103,feature_request,urgent,resolved ,2022-07-20 00:00:00,2022-07-20 15:00:00,2022-07-29 03:00:00,A. Kowalska,email,24.0,2.0,billing escalation
TCK00693,AC174,SUB02310,feature_request,medium,open,2022-10-18 00:00:00,2022-10-19 09:00:00,2022-10-29 01:00:00,A. Kowalska,email,4.0,1.0,follow up needed
TCK00694,AC104,,account,high,pending,2024-03-20 00:00:00,2024-03-22 18:00:00,2024-03-29 04:00:00,A. Kowalska,chat,,4.0,follow up needed
TCK00695,AC043,SUB01263,feature_request,medium,resolved ,2023-09-24 00:00:00,2023-09-24 06:00:00,2023-09-30 10:00:00,A. Kowalska,,8.0,4.0,
TCK00696,AC120,SUB01622,technical,,open,2023-06-14 00:00:00,2023-06-15 05:00:00,,A. Kowalska,,24.0,5.0,follow up needed
TCK00697,AC033,SUB00013,billing,,pending,2022-11-27 00:00:00,2022-11-27 11:00:00,,Anna Kowalska,EMAIL,,1.0,billing escalation
TCK00698,AC160,SUB02369,,medium,closed,2023-01-27 00:00:00,,,Tom Wilson,chat,8.0,,follow up needed
TCK00699,AC137,,feature_request,high,resolved ,2022-11-01 00:00:00,2022-11-02 07:00:00,2022-11-10 22:00:00,Anna Kowalska,phone,4.0,2.0,customer angry
TCK00700,AC007,SUB00262,other,low,open,2023-10-16 00:00:00,2023-10-16 13:00:00,,Sarah Brown,phone,24.0,2.0,customer angry
TCK00701,AC101,SUB00247,feature_request,low,closed,2022-03-21 00:00:00,2022-03-22 22:00:00,2022-03-25 04:00:00,Anna Kowalska,web,4.0,4.0,customer angry
TCK00702,AC152,SUB00283,feature_request,medium,pending,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-12 19:00:00,Emily Davis,email,8.0,,billing escalation
TCK00703,AC145,SUB01934,account,high,closed,2023-10-09 00:00:00,2023-10-09 04:00:00,,,email,8.0,5.0,
TCK00704,AC170,,other,medium,pending,2022-05-05 00:00:00,2022-05-05 03:00:00,2022-05-10 16:00:00,Tom Wilson,email,8.0,1.0,
TCK00705,AC007,SUB00555,technical,low,resolved,2022-05-22 00:00:00,2022-05-22 16:00:00,2022-05-27 20:00:00,,,24.0,4.0,
TCK00706,AC022,SUB01722,technical,medium,resolved ,2023-03-23 00:00:00,2023-03-25 03:00:00,2023-03-27 20:00:00,Emily Davis,web,4.0,5.0,billing escalation
TCK00707,AC165,SUB01567,feature_request,urgent,closed,2022-11-16 00:00:00,2022-11-17 02:00:00,2022-11-22 07:00:00,Emily Davis,phone,,1.0,billing escalation
TCK00708,AC110,SUB01547,,low,closed,2023-01-28 00:00:00,2023-01-31 00:00:00,2023-02-09 14:00:00,Sarah Brown,email,,3.0,billing escalation
TCK00709,AC035,SUB02209,billing,medium,resolved,2023-02-24 00:00:00,2023-02-26 19:00:00,2023-02-27 03:00:00,A. Kowalska,chat,24.0,2.0,customer angry
TCK00710,AC119,,account,low,open,2022-08-09 00:00:00,2022-08-10 23:00:00,,Tom Wilson,,4.0,,
TCK00711,AC047,SUB00486,billing,urgent,resolved,2022-08-07 00:00:00,2022-08-08 17:00:00,2022-08-14 17:00:00,Marek Nowak,EMAIL,8.0,1.0,billing escalation
TCK00712,AC013,,feature_request,urgent,resolved,2022-10-12 00:00:00,2022-10-12 09:00:00,2022-10-19 07:00:00,Tom Wilson,chat,8.0,1.0,
TCK00713,AC067,SUB02167,account,urgent,open,2023-05-26 00:00:00,,,John Miller,web,8.0,5.0,
TCK00714,AC098,,other,low,closed,2023-08-29 00:00:00,2023-08-29 02:00:00,2023-09-04 23:00:00,Emily Davis,chat,48.0,1.0,billing escalation
TCK00715,AC084,SUB00015,,low,open,2023-06-25 00:00:00,,,,email,48.0,,
TCK00716,AC055,SUB01223,account,urgent,reopened,2022-10-09 00:00:00,2022-10-10 20:00:00,2022-10-16 19:00:00,Anna Kowalska,web,24.0,,
TCK00717,AC117,SUB02231,billing,low,pending,2023-05-21 00:00:00,2023-05-21 15:00:00,2023-05-28 06:00:00,Anna Kowalska,email,8.0,1.0,
