pmt_id,inv_id,acct_id,sub_id,pmt_amt,pmt_ccy,fx_rt,net_pmt_amt,fee_amt,pmt_method_cd,pmt_provider_cd,pmt_type_cd,retry_flg,attempt_nbr,pmt_ts,settle_dt,fail_dt,refund_dt,pmt_status_cd,reconciled_flg,manual_adj_flg,chargeback_flg,created_by_sys,last_upd_ts,notes_txt
PMT002123,INV00628,AC054,,310.96,,1.1498,309.91999999999996,1.89,card,stripe,reversal,1,1,2024-09-09 00:00:00,2024-09-12,,,pending,,1,1,billing_sys,2024-09-12 00:00:00,customer dispute
PMT002124,,AC019,SUB00660,338.89,USD,1.1824,335.44,0.2,stripe_cc,adyen,refund,1,4,2024-07-01 00:00:00,2024-07-02,,,reversed,1.0,0,1,manual,2024-07-04 00:00:00,customer dispute
PMT002125,INV00216,AC015,SUB00375,0.0,USD,,395.41,4.84,bank,stripe,refund,1,2,2023-07-19 00:00:00,2023-07-18,,,failed,0.0,0,0,billing_sys,2023-07-22 00:00:00,manual fix
PMT002126,INV00083,AC046,SUB00266,355.62,usd,0.8272,355.55,1.43,stripe_cc,adyen,reversal,0,3,2024-04-03 00:00:00,,,,pending,,1,1,manual,2024-04-13 00:00:00,
PMT002127,INV00767,AC080,SUB01119,102.17,usd,1.0244,,2.74,card,braintree,reversal,0,2,2023-03-24 00:00:00,2023-03-25,,,reversed,0.0,1,1,manual,2023-03-27 00:00:00,customer dispute
PMT002128,INV00374,AC108,,338.25,EUR,1.002,338.19,3.5,paypal,braintree,charge,0,2,2023-03-13 00:00:00,2023-03-15,,2023-03-29,success,0.0,1,1,manual,2023-03-23 00:00:00,
PMT002129,INV00573,AC154,SUB00154,36.8,USD,0.8919,36.089999999999996,4.47,stripe_cc,adyen,reversal,1,2,2024-08-17 00:00:00,2024-08-18,,,success,0.0,1,1,billing_sys,2024-08-17 00:00:00,
PMT002130,INV00299,AC036,,128.93,EUR,,127.27000000000001,1.31,stripe_cc,stripe,charge,0,2,2024-07-02 00:00:00,2024-07-03,,,pending,,0,0,billing_sys,2024-07-11 00:00:00,
PMT002131,INV00757,AC152,SUB01184,51.39,usd,0.8959,50.94,3.35,bank,adyen,charge,1,1,2024-01-19 00:00:00,2024-01-24,,,pending,,1,0,billing_sys,2024-01-19 00:00:00,customer dispute
PMT002132,INV00480,AC111,SUB01106,448.35,,,446.21000000000004,2.67,bank,braintree,refund,0,1,2023-06-11 00:00:00,2023-06-15,,,reversed,,1,1,manual,2023-06-19 00:00:00,
PMT002133,INV00154,AC089,SUB00367,36.37,usd,,35.79,2.07,bank,adyen,charge,1,2,2023-03-01 00:00:00,2023-02-28,,,success,,0,0,crm,2023-03-10 00:00:00,customer dispute
PMT002134,INV00659,AC165,SUB00685,189.83,USD,1.1666,189.20000000000002,0.25,paypal,adyen,charge,0,4,2023-01-26 00:00:00,2023-01-29,,,success,1.0,1,0,crm,2023-01-29 00:00:00,retry attempt
PMT002135,INV00056,AC045,SUB00152,340.97,USD,,340.89000000000004,0.71,bank,adyen,reversal,0,2,2023-06-19 00:00:00,2023-06-21,,,pending,0.0,1,0,crm,2023-06-23 00:00:00,
PMT002136,INV00403,AC010,,0.0,,,465.49,1.1,paypal,braintree,charge,0,3,2024-01-14 00:00:00,2024-01-19,,,failed,,1,1,manual,2024-01-18 00:00:00,customer dispute
PMT002137,INV00223,AC012,SUB00695,119.14,USD,0.9441,117.39,1.72,stripe_cc,stripe,reversal,0,3,2024-10-03 00:00:00,2024-10-05,,,pending,,0,1,manual,2024-10-04 00:00:00,
PMT002138,,AC158,SUB01087,0.0,,1.1424,98.06,1.71,card,stripe,charge,0,1,2024-11-01 00:00:00,2024-11-03,,,failed,,1,1,manual,2024-11-11 00:00:00,
PMT002139,INV00078,AC140,,478.02,EUR,1.0377,477.45,0.84,card,braintree,refund,0,4,2023-06-06 00:00:00,2023-06-11,,2023-06-12,pending,,0,1,billing_sys,2023-06-06 00:00:00,customer dispute
PMT002140,INV00576,AC057,SUB00904,317.46,usd,1.0427,316.45,0.48,paypal,stripe,reversal,0,4,2024-03-31 00:00:00,2024-03-30,,,success,1.0,0,0,crm,2024-04-05 00:00:00,retry attempt
PMT002141,INV00657,AC172,,83.49,usd,0.8789,81.82,2.7,bank,adyen,charge,0,2,2024-07-13 00:00:00,2024-07-17,2024-07-14,,success,1.0,1,0,manual,2024-07-21 00:00:00,
PMT002142,INV00235,AC089,,353.13,USD,0.864,352.21999999999997,3.18,bank,braintree,reversal,1,1,2024-05-17 00:00:00,2024-05-20,,,pending,0.0,1,1,crm,2024-05-24 00:00:00,
PMT002143,INV00880,AC039,,0.0,EUR,1.1343,390.69,2.33,paypal,adyen,reversal,0,2,2023-07-11 00:00:00,,,,failed,0.0,1,1,manual,2023-07-12 00:00:00,manual fix
PMT002144,INV00505,AC053,,0.0,EUR,0.8045,148.76000000000002,0.1,card,braintree,charge,0,1,2024-08-03 00:00:00,,,,failed,,1,0,crm,2024-08-08 00:00:00,manual fix
PMT002145,INV00259,AC130,SUB00590,40.57,usd,0.9334,39.27,3.76,stripe_cc,adyen,refund,0,2,2024-08-07 00:00:00,2024-08-12,,,reversed,,0,0,crm,2024-08-08 00:00:00,retry attempt
PMT002146,INV00811,AC037,SUB00250,260.12,EUR,0.9395,257.45,2.17,stripe_cc,stripe,reversal,1,2,2024-04-13 00:00:00,,,,success,0.0,0,0,billing_sys,2024-04-15 00:00:00,customer dispute
PMT002147,INV00300,AC008,,441.31,EUR,0.9295,,1.83,card,stripe,charge,0,1,2023-03-04 00:00:00,,,,reversed,0.0,1,1,manual,2023-03-12 00:00:00,
PMT002148,INV00500,AC163,SUB00546,0.0,USD,0.9037,258.41,2.67,card,braintree,charge,0,3,2023-11-30 00:00:00,2023-11-29,,,failed,1.0,0,0,manual,2023-12-04 00:00:00,customer dispute
PMT002149,INV00173,AC083,SUB00801,0.0,usd,,94.11,0.57,paypal,adyen,refund,0,1,2023-04-08 00:00:00,2023-04-09,,,failed,1.0,0,0,manual,2023-04-18 00:00:00,retry attempt
PMT002150,INV00109,AC152,,318.95,usd,0.9791,316.69,1.87,paypal,braintree,reversal,0,3,2024-09-25 00:00:00,,,,success,1.0,0,0,crm,2024-09-28 00:00:00,customer dispute
PMT002151,,AC101,,0.0,,,247.21,1.64,bank,stripe,refund,0,4,2023-10-23 00:00:00,2023-10-24,,,failed,0.0,0,0,billing_sys,2023-10-29 00:00:00,manual fix
PMT002152,INV00503,AC059,SUB00295,0.0,USD,1.0081,148.33999999999997,4.17,stripe_cc,adyen,charge,0,2,2023-11-24 00:00:00,2023-11-29,,,failed,,1,1,crm,2023-12-03 00:00:00,retry attempt
PMT002153,INV00108,AC084,,171.3,,,167.07000000000002,4.77,bank,adyen,reversal,1,1,2024-01-08 00:00:00,,,,reversed,1.0,0,0,crm,2024-01-14 00:00:00,customer dispute
PMT002154,INV00459,AC090,SUB00138,369.52,EUR,,368.63,3.84,paypal,stripe,charge,1,4,2023-08-13 00:00:00,2023-08-13,,,reversed,1.0,0,1,billing_sys,2023-08-20 00:00:00,customer dispute
PMT002155,INV00040,AC120,SUB00355,453.24,usd,1.0558,450.46000000000004,4.38,stripe_cc,braintree,refund,0,3,2023-06-03 00:00:00,2023-06-05,,,reversed,0.0,0,0,billing_sys,2023-06-11 00:00:00,customer dispute
PMT002156,INV00337,AC173,,323.14,USD,1.0742,320.02,1.06,paypal,adyen,reversal,1,1,2024-07-21 00:00:00,,,,reversed,1.0,1,1,crm,2024-07-31 00:00:00,
PMT002157,INV00422,AC040,SUB00084,497.24,,1.1517,494.54,4.41,bank,braintree,refund,1,4,2023-06-17 00:00:00,2023-06-18,,,success,0.0,1,1,billing_sys,2023-06-22 00:00:00,retry attempt
PMT002158,INV00667,AC144,,183.82,usd,0.8926,183.57,0.33,paypal,stripe,reversal,0,1,2024-05-01 00:00:00,2024-05-02,,2024-05-16,success,,1,0,crm,2024-05-08 00:00:00,
PMT002159,INV00042,AC044,SUB00008,354.58,usd,1.0244,,4.53,bank,braintree,refund,1,4,2024-11-03 00:00:00,2024-11-07,2024-11-04,,reversed,,1,1,billing_sys,2024-11-10 00:00:00,manual fix
PMT002160,INV00834,AC014,,425.41,usd,1.012,,2.85,bank,braintree,reversal,1,1,2024-07-29 00:00:00,2024-08-02,,,pending,,0,0,crm,2024-08-07 00:00:00,
PMT002161,INV00304,AC043,SUB00646,185.85,EUR,1.0716,181.46,0.13,paypal,adyen,refund,0,1,2024-04-11 00:00:00,2024-04-15,,,reversed,0.0,1,1,crm,2024-04-16 00:00:00,retry attempt
PMT002162,INV00619,AC020,SUB00840,129.35,USD,1.1519,,4.72,card,stripe,refund,1,4,2024-08-24 00:00:00,2024-08-28,,,reversed,,0,0,billing_sys,2024-08-26 00:00:00,
PMT002163,INV00140,AC064,SUB00371,0.0,usd,,386.79,1.3,paypal,braintree,reversal,1,2,2023-01-26 00:00:00,2023-01-27,,,failed,0.0,0,0,billing_sys,2023-01-31 00:00:00,manual fix
PMT002164,INV00357,AC041,SUB00642,442.59,USD,0.9558,439.52,1.1,paypal,braintree,refund,0,2,2024-10-24 00:00:00,2024-10-22,,,reversed,,1,1,manual,2024-10-31 00:00:00,retry attempt
PMT002165,INV00243,AC046,SUB00750,428.31,EUR,1.0399,423.32,2.07,card,braintree,reversal,0,2,2023-03-02 00:00:00,2023-03-03,,2023-03-09,reversed,1.0,0,0,crm,2023-03-06 00:00:00,
PMT002166,INV00630,AC014,SUB00789,214.0,,1.0156,,2.99,bank,braintree,refund,1,1,2023-03-02 00:00:00,2023-03-07,2023-03-02,,reversed,,1,1,billing_sys,2023-03-10 00:00:00,
PMT002167,INV00056,AC059,SUB00948,94.35,,,94.33,0.15,card,adyen,reversal,0,2,2023-12-16 00:00:00,2023-12-17,,,reversed,,1,1,manual,2023-12-20 00:00:00,
PMT002168,,AC179,SUB01130,407.96,,0.9501,404.48999999999995,4.69,paypal,braintree,refund,0,2,2023-01-09 00:00:00,2023-01-11,,,success,0.0,0,0,crm,2023-01-16 00:00:00,manual fix
PMT002169,,AC161,,113.63,EUR,0.828,109.31,0.89,bank,stripe,charge,1,2,2024-02-11 00:00:00,2024-02-16,,,pending,1.0,1,0,crm,2024-02-15 00:00:00,
PMT002170,INV00534,AC070,,23.53,,,23.25,2.82,stripe_cc,adyen,refund,0,2,2023-08-22 00:00:00,2023-08-25,,,pending,0.0,1,0,manual,2023-08-22 00:00:00,
PMT002171,INV00517,AC052,,0.0,usd,,321.17,2.32,paypal,braintree,refund,0,2,2023-11-24 00:00:00,2023-11-22,,,failed,,1,0,crm,2023-11-26 00:00:00,
PMT002172,INV00142,AC147,SUB00240,97.93,,1.1983,96.25,2.71,stripe_cc,braintree,reversal,0,1,2023-11-02 00:00:00,2023-11-03,2023-11-03,,pending,0.0,0,1,manual,2023-11-08 00:00:00,retry attempt
PMT002173,INV00764,AC025,,183.98,USD,1.1738,179.51,4.65,bank,stripe,charge,0,3,2023-10-31 00:00:00,2023-11-05,,,reversed,1.0,0,1,crm,2023-11-06 00:00:00,customer dispute
PMT002174,INV00850,AC034,SUB01099,109.42,USD,,,1.06,paypal,braintree,charge,1,4,2024-07-20 00:00:00,2024-07-23,,,success,1.0,1,1,crm,2024-07-20 00:00:00,
PMT002175,INV00052,AC079,,171.27,,1.016,168.38000000000002,3.11,paypal,adyen,charge,1,1,2023-11-28 00:00:00,2023-12-01,,,success,1.0,0,1,manual,2023-12-02 00:00:00,
PMT002176,INV00199,AC014,SUB01031,5.44,USD,0.808,4.34,1.01,stripe_cc,adyen,refund,0,3,2023-12-20 00:00:00,2023-12-20,2023-12-20,,reversed,1.0,0,1,billing_sys,2023-12-28 00:00:00,manual fix
PMT002177,INV00147,AC096,,296.03,usd,,292.23999999999995,2.55,paypal,braintree,reversal,0,3,2023-04-14 00:00:00,2023-04-14,,,success,1.0,0,1,crm,2023-04-16 00:00:00,retry attempt
PMT002178,INV00279,AC080,SUB01054,373.49,EUR,,369.71000000000004,3.49,card,braintree,reversal,0,4,2023-04-10 00:00:00,2023-04-10,,,pending,0.0,0,1,billing_sys,2023-04-13 00:00:00,customer dispute
PMT002179,INV00723,AC078,SUB00807,318.91,USD,1.1461,,1.54,bank,braintree,charge,1,1,2024-05-11 00:00:00,2024-05-16,,,pending,0.0,0,0,billing_sys,2024-05-18 00:00:00,
PMT002180,INV00775,AC080,,0.0,USD,,442.56,0.78,card,adyen,charge,0,2,2023-12-17 00:00:00,2023-12-21,,,failed,1.0,1,1,crm,2023-12-24 00:00:00,manual fix
PMT002181,INV00212,AC039,,0.0,EUR,0.8378,403.73,0.43,card,braintree,reversal,1,1,2024-01-28 00:00:00,,,,failed,1.0,1,0,manual,2024-02-04 00:00:00,
PMT002182,INV00400,AC119,SUB00474,0.0,USD,1.0759,444.76,3.86,bank,stripe,charge,1,2,2024-10-05 00:00:00,2024-10-05,,,failed,,1,1,manual,2024-10-15 00:00:00,customer dispute
PMT002183,INV00606,AC043,SUB00178,248.58,usd,,248.55,1.97,stripe_cc,braintree,reversal,1,4,2024-11-25 00:00:00,,,,pending,1.0,0,1,crm,2024-11-30 00:00:00,
PMT002184,INV00440,AC150,,88.12,EUR,1.0515,84.36,0.78,paypal,braintree,charge,0,3,2024-01-11 00:00:00,2024-01-15,,,success,0.0,0,1,crm,2024-01-18 00:00:00,customer dispute
PMT002185,INV00694,AC107,SUB00318,136.84,,,135.56,1.48,card,braintree,charge,1,2,2023-02-18 00:00:00,2023-02-20,,2023-02-23,pending,1.0,1,0,crm,2023-02-21 00:00:00,
PMT002186,INV00740,AC155,SUB01010,145.53,,1.1644,,3.86,bank,adyen,charge,1,3,2023-08-12 00:00:00,2023-08-17,,,reversed,0.0,0,1,manual,2023-08-18 00:00:00,
PMT002187,INV00581,AC154,SUB01035,143.4,USD,1.0772,,3.53,card,stripe,refund,1,4,2023-05-17 00:00:00,2023-05-17,,,reversed,,0,1,billing_sys,2023-05-25 00:00:00,customer dispute
PMT002188,,AC041,,136.73,USD,0.9549,133.64999999999998,3.14,stripe_cc,adyen,charge,0,1,2024-04-28 00:00:00,2024-04-29,2024-05-01,,success,0.0,1,0,manual,2024-04-28 00:00:00,customer dispute
PMT002189,INV00596,AC097,SUB00034,384.3,usd,0.8772,,4.96,stripe_cc,adyen,charge,0,2,2024-05-28 00:00:00,2024-06-01,,,success,,1,1,manual,2024-05-30 00:00:00,retry attempt
PMT002190,INV00020,AC080,SUB01159,0.0,,,461.72,4.64,bank,adyen,charge,1,1,2023-12-02 00:00:00,,,,failed,1.0,0,0,manual,2023-12-08 00:00:00,customer dispute
PMT002191,INV00217,AC149,SUB01032,0.0,USD,1.0106,290.62,4.73,stripe_cc,stripe,charge,0,1,2024-02-22 00:00:00,2024-02-20,,,failed,,1,1,manual,2024-02-22 00:00:00,retry attempt
PMT002192,INV00445,AC169,SUB00194,132.37,,1.1819,127.76,4.96,bank,adyen,charge,0,3,2024-07-05 00:00:00,2024-07-05,,,reversed,0.0,0,1,crm,2024-07-15 00:00:00,manual fix
PMT002193,INV00146,AC111,SUB00954,0.0,EUR,1.1205,113.36999999999999,0.32,paypal,adyen,refund,0,4,2023-10-19 00:00:00,2023-10-20,,,failed,,1,1,manual,2023-10-19 00:00:00,manual fix
PMT002194,INV00558,AC041,SUB00781,382.4,USD,0.9137,381.26,2.26,card,stripe,refund,1,2,2024-03-25 00:00:00,2024-03-30,,,success,1.0,0,0,billing_sys,2024-04-03 00:00:00,
PMT002195,INV00300,AC096,SUB00644,0.0,EUR,,389.42,4.13,bank,braintree,reversal,0,4,2024-03-13 00:00:00,2024-03-15,,,failed,1.0,0,1,crm,2024-03-20 00:00:00,
PMT002196,INV00886,AC017,SUB00869,362.25,,1.0382,361.59,0.4,stripe_cc,stripe,charge,0,2,2023-12-29 00:00:00,2024-01-01,,,reversed,,0,0,crm,2024-01-04 00:00:00,retry attempt
PMT002197,INV00790,AC148,SUB01072,311.65,,0.9534,309.60999999999996,4.93,stripe_cc,stripe,reversal,0,4,2024-09-01 00:00:00,2024-08-31,,,reversed,0.0,1,0,manual,2024-09-07 00:00:00,
PMT002198,INV00224,AC073,SUB00120,61.17,,,,2.94,stripe_cc,stripe,refund,1,4,2024-10-10 00:00:00,2024-10-15,,,reversed,0.0,1,0,billing_sys,2024-10-12 00:00:00,retry attempt
PMT002199,INV00431,AC149,SUB00147,0.0,usd,0.8179,280.98,2.24,stripe_cc,adyen,charge,1,4,2024-01-24 00:00:00,2024-01-25,,,failed,,1,1,billing_sys,2024-01-25 00:00:00,retry attempt
PMT002200,INV00300,AC021,SUB00783,375.37,EUR,0.995,,0.21,stripe_cc,braintree,reversal,1,3,2024-09-25 00:00:00,2024-09-26,,,pending,,1,0,billing_sys,2024-09-25 00:00:00,manual fix
PMT002201,INV00154,AC039,SUB00108,442.62,USD,1.1707,439.23,4.51,stripe_cc,adyen,reversal,0,3,2023-12-02 00:00:00,2023-12-05,,,pending,,0,0,manual,2023-12-12 00:00:00,
PMT002202,INV00178,AC018,SUB00057,499.79,EUR,0.9716,497.43,3.96,card,adyen,reversal,1,2,2023-08-04 00:00:00,2023-08-06,,2023-08-17,reversed,1.0,1,0,billing_sys,2023-08-07 00:00:00,
PMT002203,INV00619,AC156,SUB00197,490.01,,0.9432,489.5,1.12,stripe_cc,braintree,charge,0,2,2023-09-29 00:00:00,2023-10-03,,,reversed,0.0,1,0,manual,2023-09-29 00:00:00,retry attempt
PMT002204,INV00617,AC147,,184.94,usd,1.0119,,1.33,card,braintree,reversal,0,3,2023-04-13 00:00:00,2023-04-14,,,reversed,1.0,0,1,manual,2023-04-17 00:00:00,retry attempt
PMT002205,INV00869,AC099,,485.66,,,480.72,1.18,bank,braintree,refund,0,1,2023-11-15 00:00:00,2023-11-17,,,pending,,1,1,billing_sys,2023-11-15 00:00:00,retry attempt
PMT002206,INV00471,AC039,SUB00975,253.63,USD,0.9328,,0.57,bank,braintree,reversal,0,1,2023-05-18 00:00:00,2023-05-17,,,success,1.0,1,0,crm,2023-05-28 00:00:00,customer dispute
PMT002207,,AC144,SUB00126,139.18,EUR,,138.79000000000002,2.75,stripe_cc,adyen,refund,1,2,2023-07-11 00:00:00,2023-07-10,,,success,0.0,0,1,crm,2023-07-11 00:00:00,retry attempt
PMT002208,INV00271,AC150,,0.0,EUR,,285.51,3.71,stripe_cc,stripe,refund,0,2,2024-06-12 00:00:00,2024-06-14,2024-06-12,,failed,,1,1,manual,2024-06-22 00:00:00,manual fix
PMT002209,INV00346,AC177,SUB00604,282.6,usd,,,0.57,stripe_cc,stripe,refund,1,4,2024-07-07 00:00:00,2024-07-11,2024-07-08,,pending,1.0,0,0,billing_sys,2024-07-15 00:00:00,
PMT002210,INV00205,AC088,,6.04,EUR,0.8785,5.27,0.3,paypal,adyen,charge,0,4,2024-07-19 00:00:00,2024-07-23,2024-07-22,,reversed,1.0,0,1,crm,2024-07-19 00:00:00,customer dispute
PMT002211,INV00726,AC111,SUB01102,82.78,USD,1.1554,,2.19,card,braintree,charge,1,1,2023-07-11 00:00:00,2023-07-16,,,success,1.0,0,1,crm,2023-07-12 00:00:00,customer dispute
PMT002212,,AC043,SUB00200,366.65,USD,0.8053,365.71999999999997,3.82,card,adyen,reversal,0,1,2024-05-01 00:00:00,2024-05-01,,2024-05-06,success,0.0,1,0,crm,2024-05-04 00:00:00,
PMT002213,INV00237,AC021,,87.92,,,85.56,0.9,stripe_cc,adyen,charge,0,1,2024-11-24 00:00:00,2024-11-23,,,success,0.0,1,1,manual,2024-11-24 00:00:00,
PMT002214,INV00289,AC041,SUB00936,338.66,USD,0.985,337.91,1.23,card,stripe,reversal,1,3,2023-01-08 00:00:00,2023-01-06,,,reversed,0.0,0,1,manual,2023-01-18 00:00:00,manual fix
PMT002215,INV00175,AC172,,293.3,EUR,,,3.59,paypal,adyen,charge,0,2,2023-09-14 00:00:00,2023-09-17,,,pending,0.0,1,0,billing_sys,2023-09-22 00:00:00,customer dispute
PMT002216,INV00844,AC102,SUB01146,418.38,,1.1298,415.88,2.48,stripe_cc,adyen,charge,0,4,2023-10-08 00:00:00,2023-10-11,,,reversed,,0,1,billing_sys,2023-10-10 00:00:00,manual fix
PMT002217,INV00155,AC030,SUB01066,10.72,,,8.610000000000001,3.84,bank,stripe,refund,0,3,2024-04-27 00:00:00,2024-04-26,,,success,0.0,1,1,manual,2024-04-28 00:00:00,
PMT002218,INV00590,AC047,,173.89,USD,1.182,,4.01,card,stripe,refund,1,3,2023-01-20 00:00:00,2023-01-25,2023-01-22,,reversed,1.0,0,1,crm,2023-01-27 00:00:00,
PMT002219,INV00026,AC136,SUB00395,0.0,EUR,1.0256,242.74,4.82,paypal,braintree,reversal,1,1,2024-09-05 00:00:00,2024-09-06,2024-09-07,,failed,0.0,0,1,manual,2024-09-14 00:00:00,manual fix
PMT002220,INV00429,AC158,SUB01058,285.64,usd,0.9987,283.22999999999996,0.79,card,adyen,charge,1,1,2023-10-02 00:00:00,2023-10-03,2023-10-03,,pending,,1,0,crm,2023-10-03 00:00:00,customer dispute
PMT002221,INV00880,AC042,SUB00038,0.0,usd,0.9948,178.83,3.71,paypal,adyen,charge,1,4,2024-10-01 00:00:00,2024-10-05,,,failed,,1,0,crm,2024-10-04 00:00:00,retry attempt
PMT002222,,AC166,SUB01108,434.83,,,431.99,3.63,card,stripe,charge,0,3,2024-06-11 00:00:00,2024-06-12,,,success,,1,1,billing_sys,2024-06-21 00:00:00,retry attempt
PMT002223,,AC028,SUB00500,28.6,,1.1904,25.64,4.73,card,adyen,reversal,0,3,2024-07-03 00:00:00,,,,reversed,,1,1,billing_sys,2024-07-08 00:00:00,
PMT002224,,AC058,,295.66,EUR,1.1429,291.55,1.15,stripe_cc,braintree,charge,0,2,2023-08-30 00:00:00,2023-08-29,,,pending,,0,1,manual,2023-09-08 00:00:00,retry attempt
PMT002225,INV00833,AC180,SUB00042,269.61,usd,1.0442,266.40000000000003,0.44,stripe_cc,braintree,reversal,1,1,2023-04-19 00:00:00,2023-04-18,,,success,1.0,0,0,billing_sys,2023-04-19 00:00:00,
PMT002226,INV00540,AC087,SUB00405,483.4,EUR,0.9542,482.03,2.53,paypal,adyen,refund,0,4,2023-09-19 00:00:00,2023-09-24,,,reversed,0.0,0,0,billing_sys,2023-09-19 00:00:00,manual fix
PMT002227,INV00668,AC046,SUB00096,0.0,USD,1.0534,437.32,2.96,card,stripe,charge,0,2,2024-04-12 00:00:00,2024-04-11,,,failed,0.0,0,1,manual,2024-04-20 00:00:00,
PMT002228,INV00428,AC167,,155.16,USD,1.0527,153.98,3.3,bank,adyen,reversal,1,1,2024-07-02 00:00:00,2024-07-07,,,pending,1.0,0,1,crm,2024-07-06 00:00:00,customer dispute
PMT002229,,AC157,SUB01183,462.45,USD,1.1657,,0.77,card,braintree,charge,1,1,2023-06-19 00:00:00,2023-06-19,2023-06-21,,reversed,1.0,0,1,manual,2023-06-23 00:00:00,
PMT002230,INV00566,AC065,SUB00756,402.45,EUR,1.039,400.56,3.51,stripe_cc,adyen,refund,1,4,2023-03-01 00:00:00,2023-03-03,,,pending,0.0,0,0,crm,2023-03-01 00:00:00,
PMT002231,INV00495,AC111,,17.55,EUR,,,3.73,stripe_cc,stripe,charge,0,3,2023-03-25 00:00:00,2023-03-28,2023-03-25,,success,0.0,0,0,manual,2023-03-27 00:00:00,manual fix
PMT002232,INV00733,AC062,SUB00306,239.94,usd,,238.81,2.47,bank,adyen,reversal,0,4,2023-03-28 00:00:00,2023-03-31,,,pending,,1,1,billing_sys,2023-04-07 00:00:00,manual fix
PMT002233,INV00634,AC147,SUB00645,405.29,EUR,,403.18,0.27,bank,braintree,refund,0,3,2023-06-16 00:00:00,2023-06-19,,,pending,,1,1,manual,2023-06-16 00:00:00,customer dispute
PMT002234,INV00707,AC013,SUB00782,370.37,usd,,366.87,2.87,card,stripe,refund,1,1,2023-09-27 00:00:00,2023-09-26,,,pending,0.0,1,0,manual,2023-10-02 00:00:00,
PMT002235,INV00618,AC100,SUB00989,0.0,USD,1.1682,445.39,4.43,paypal,adyen,reversal,0,3,2023-10-23 00:00:00,,,2023-11-03,failed,0.0,0,1,crm,2023-10-23 00:00:00,retry attempt
PMT002236,INV00182,AC151,SUB00493,339.89,usd,0.8979,338.39,0.77,card,stripe,charge,1,3,2024-04-13 00:00:00,2024-04-16,,,success,,0,1,crm,2024-04-13 00:00:00,customer dispute
PMT002237,INV00448,AC051,SUB00255,110.41,,0.8215,107.95,4.82,card,adyen,refund,1,3,2024-01-04 00:00:00,2024-01-05,,,reversed,0.0,0,0,billing_sys,2024-01-13 00:00:00,retry attempt
PMT002238,INV00042,AC056,SUB00966,279.88,usd,1.1867,279.75,0.17,stripe_cc,braintree,refund,0,4,2023-03-17 00:00:00,2023-03-17,,,success,1.0,0,1,crm,2023-03-23 00:00:00,
PMT002239,INV00612,AC139,,469.38,USD,0.9962,466.35,0.22,paypal,stripe,refund,1,2,2024-11-07 00:00:00,2024-11-09,,,reversed,0.0,1,1,manual,2024-11-15 00:00:00,
PMT002240,INV00836,AC055,SUB00365,0.0,EUR,0.8051,436.79,1.16,paypal,braintree,refund,1,2,2024-06-17 00:00:00,2024-06-19,,,failed,0.0,0,0,billing_sys,2024-06-17 00:00:00,retry attempt
PMT002241,,AC029,SUB01040,192.91,EUR,0.9457,191.18,3.13,card,braintree,refund,1,1,2023-01-12 00:00:00,2023-01-11,,,reversed,1.0,1,0,crm,2023-01-16 00:00:00,retry attempt
PMT002242,,AC129,,414.48,usd,0.9572,413.96000000000004,4.64,stripe_cc,adyen,reversal,1,4,2024-02-26 00:00:00,2024-03-02,,,success,1.0,0,1,crm,2024-02-29 00:00:00,
PMT002243,INV00367,AC105,SUB00459,0.0,usd,1.1821,,1.54,card,braintree,charge,0,1,2024-03-29 00:00:00,2024-04-03,,,failed,0.0,1,0,billing_sys,2024-03-30 00:00:00,retry attempt
PMT002244,INV00597,AC095,SUB00965,0.0,,,,0.65,paypal,braintree,refund,0,1,2024-04-05 00:00:00,2024-04-10,,2024-04-18,failed,,0,1,crm,2024-04-15 00:00:00,retry attempt
PMT002245,INV00492,AC029,SUB00856,239.06,EUR,1.0673,235.31,2.83,card,braintree,charge,1,2,2023-03-21 00:00:00,2023-03-23,2023-03-23,,success,,0,1,manual,2023-03-25 00:00:00,
PMT002246,INV00784,AC055,,6.58,USD,1.0086,,4.27,bank,braintree,refund,0,3,2023-11-10 00:00:00,2023-11-13,,,reversed,1.0,0,1,manual,2023-11-17 00:00:00,retry attempt
PMT002247,INV00302,AC099,,0.0,EUR,1.1405,196.74,0.42,card,adyen,charge,0,1,2023-10-12 00:00:00,2023-10-14,,,failed,,0,1,manual,2023-10-17 00:00:00,
PMT002248,INV00521,AC169,SUB00355,365.45,usd,,364.94,1.23,paypal,braintree,charge,0,3,2024-06-29 00:00:00,2024-06-28,2024-07-02,,reversed,,1,1,crm,2024-06-29 00:00:00,retry attempt
PMT002249,INV00670,AC055,SUB00570,32.68,,,32.4,0.49,card,adyen,charge,0,4,2023-03-23 00:00:00,2023-03-28,,,success,1.0,1,1,crm,2023-04-02 00:00:00,
PMT002250,INV00269,AC130,SUB00756,38.26,,1.1834,35.44,2.1,paypal,adyen,reversal,0,4,2024-03-28 00:00:00,2024-03-29,,,pending,,1,1,billing_sys,2024-03-29 00:00:00,retry attempt
PMT002251,INV00164,AC045,SUB00258,51.06,EUR,1.1785,47.53,1.59,stripe_cc,adyen,refund,0,1,2024-03-20 00:00:00,2024-03-18,,,reversed,1.0,0,0,manual,2024-03-25 00:00:00,retry attempt
