subtotal_amt,billing_period_start,created_at,currency,line_item_cnt,invoice_id,invoice_date,invoice_status,amount_paid,discount_amt,paid_dt,invoice_num,writeoff_flg,acct_id,subscription_id,billing_period_end,total_amt,amount_due,billing_freq_cd,due_dt,proration_flg,tax_amt
,2020-05-25,2020-05-25,usd,2.0,2490,2020-05-26,failed,99.0,5.0,2020-11-08,INV-832826,True,AC066,387,2020-06-24,,,,,False,9.9
49.0,2022-04-07,2022-04-07,,3.0,2491,2022-04-08,unpaid,,10.0,,INV-444465,False,AC136,251,2022-05-07,39.0,49.0,,2020-09-25,True,0.0
199.0,2021-09-26,2021-09-26,,3.0,2492,2021-09-27,paid,29.0,0.0,,INV-443346,False,AC151,93,2021-10-26,208.9,29.0,monthly,2020-03-25,True,9.9
99.0,2024-08-06,2024-08-06,usd,0.0,2493,2024-08-07,failed,0.0,10.0,2021-08-04,INV3472,,AC048,122,2024-09-05,99.0,99.0,monthly,2020-06-22,False,4.9
,2024-04-23,2024-04-23,usd,0.0,2494,2024-04-24,paid,,,2020-04-02,INV-236029,False,AC063,160,2024-05-23,,,monthly,2020-12-03,True,4.9
199.0,2021-10-17,2021-10-17,,0.0,2495,2021-10-18,failed,,5.0,,INV-150138,False,AC071,484,2021-11-16,194.0,49.0,Y,2022-02-27,False,0.0
,2024-03-04,2024-03-04,USD,,2496,2024-03-05,Paid,,20.0,,INV-949282,True,AC015,114,2024-04-03,,49.0,,2020-04-22,,0.0
49.0,2022-10-06,2022-10-06,EUR,2.0,2497,2022-10-07,failed,49.0,,2024-04-17,INV-184950,False,AC107,338,2022-11-05,29.0,29.0,monthly,2020-04-30,,2.9
29.0,2024-04-15,2024-04-15,,3.0,2498,2024-04-16,failed,99.0,,2022-11-16,INV-512732,,AC155,510,2024-05-15,,29.0,annual,,False,9.9
199.0,2020-11-12,2020-11-12,usd,2.0,2499,2020-11-13,unpaid,,20.0,2021-07-13,INV-531706,False,AC172,386,2020-12-12,183.9,29.0,monthly,,,4.9
29.0,2021-04-10,2021-04-10,,1.0,2500,2021-04-11,failed,49.0,10.0,,INV-936306,True,,393,2021-05-10,21.9,29.0,,2020-11-30,False,2.9
29.0,2022-06-10,2022-06-10,usd,3.0,2501,2022-06-11,Paid,0.0,,,INV-950936,True,AC047,379,2022-07-10,,99.0,,2024-09-05,False,0.0
29.0,2020-10-16,2020-10-16,usd,1.0,2502,2020-10-17,paid,29.0,0.0,,INV-862032,False,AC136,38,2020-11-15,31.9,99.0,Y,2021-09-05,True,2.9
,2020-02-25,2020-02-25,usd,,2503,2020-02-26,paid,29.0,,2024-02-26,INV-641081,True,AC050,472,2020-03-26,,49.0,Y,2024-09-03,True,0.0
49.0,2022-01-10,2022-01-10,EUR,2.0,2504,2022-01-11,Paid,0.0,,,INV-551809,False,AC053,394,2022-02-09,,99.0,annual,2024-04-24,,9.9
49.0,2023-09-23,2023-09-23,usd,3.0,2505,2023-09-24,failed,29.0,10.0,2020-06-07,INV-168708,True,,63,2023-10-23,48.9,49.0,Y,2024-01-21,False,9.9
,2021-09-20,2021-09-20,usd,2.0,2506,2021-09-21,failed,49.0,,2021-08-24,INV-703519,False,,234,2021-10-20,,29.0,annual,2021-04-16,False,2.9
,2024-08-09,2024-08-09,,2.0,2507,2024-08-10,Paid,,0.0,2022-11-24,INV-503250,,AC047,75,2024-09-08,,99.0,M,2021-12-02,True,0.0
99.0,2023-10-07,2023-10-07,EUR,1.0,2508,2023-10-08,unpaid,29.0,5.0,,INV-617682,False,AC095,186,2023-11-06,96.9,,annual,2024-02-02,True,2.9
99.0,2021-11-11,2021-11-11,usd,0.0,2509,2021-11-12,unpaid,,,2022-07-05,INV-857494,True,AC174,266,2021-12-11,,,Y,2021-10-11,False,9.9
,2022-07-12,2022-07-12,usd,,2510,2022-07-13,Paid,29.0,0.0,2023-04-26,INV-977758,True,AC122,191,2022-08-11,29.0,99.0,annual,2023-08-14,True,2.9
49.0,2022-05-27,2022-05-27,usd,3.0,2511,2022-05-28,Paid,29.0,,,INV-712429,,AC090,257,2022-06-26,,49.0,annual,2023-10-27,True,2.9
49.0,2023-10-31,2023-10-31,USD,3.0,2512,2023-11-01,unpaid,0.0,10.0,2022-09-11,INV-221901,True,AC050,212,2023-11-30,43.9,49.0,annual,2021-02-20,False,4.9
29.0,2021-11-23,2021-11-23,usd,0.0,2513,2021-11-24,unpaid,0.0,5.0,,INV-451658,,AC128,214,2021-12-23,,,monthly,2021-07-26,True,
29.0,2022-01-03,2022-01-03,usd,1.0,2514,2022-01-04,Paid,,0.0,,INV-213865,,AC030,129,2022-02-02,,49.0,M,2020-11-13,False,2.9
99.0,2023-05-28,2023-05-28,,0.0,2515,2023-05-29,Paid,29.0,10.0,,INV-301224,False,AC003,54,2023-06-27,93.9,,Y,2022-05-01,,4.9
199.0,2023-04-26,2023-04-26,,3.0,2516,2023-04-27,failed,29.0,10.0,2022-07-18,INV-454005,,AC050,240,2023-05-26,29.0,49.0,monthly,2024-01-13,,
,2024-05-11,2024-05-11,,1.0,2517,2024-05-12,paid,29.0,0.0,2023-12-12,INV9247,True,AC053,241,2024-06-10,,99.0,annual,2022-08-11,True,9.9
199.0,2023-11-08,2023-11-08,EUR,1.0,2518,2023-11-09,Paid,0.0,20.0,,INV-713671,,AC040,538,2023-12-08,29.0,49.0,,2022-12-23,,0.0
49.0,2024-02-29,2024-02-29,usd,,2519,2024-03-01,Paid,,,,INV-729261,True,AC154,86,2024-03-30,,99.0,M,2023-04-20,False,0.0
,2021-06-11,2021-06-11,,3.0,2520,2021-06-12,Paid,49.0,5.0,,INV-414588,True,AC020,10,2021-07-11,,99.0,M,,False,4.9
29.0,2022-07-11,2022-07-11,usd,2.0,2521,2022-07-12,Paid,,0.0,2022-04-18,INV-395615,True,AC116,60,2022-08-10,,,M,2020-02-24,True,4.9
,2023-12-26,2023-12-26,EUR,0.0,2522,2023-12-27,Paid,99.0,5.0,2024-12-24,INV-695294,False,AC164,348,2024-01-25,,99.0,M,2023-03-12,True,4.9
49.0,2024-10-07,2024-10-07,,2.0,2523,2024-10-08,unpaid,49.0,20.0,2023-11-29,INV-956422,,AC093,79,2024-11-06,,29.0,Y,2021-01-20,False,4.9
29.0,2024-09-26,2024-09-26,usd,3.0,2524,2024-09-27,unpaid,49.0,5.0,,INV-418585,True,AC018,186,2024-10-26,33.9,,annual,2023-04-25,True,9.9
49.0,2022-07-21,2022-07-21,EUR,,2525,2022-07-22,unpaid,29.0,,2022-01-22,INV-348507,,AC007,212,2022-08-20,,49.0,monthly,,True,0.0
,2023-08-10,2023-08-10,USD,,2526,2023-08-11,paid,29.0,,,INV-218419,False,AC064,151,2023-09-09,49.0,,monthly,2020-07-22,False,0.0
29.0,2024-09-07,2024-09-07,usd,1.0,2527,2024-09-08,paid,0.0,5.0,,INV-287950,False,AC089,476,2024-10-07,29.0,99.0,monthly,2021-05-16,,4.9
199.0,2022-10-04,2022-10-04,USD,1.0,2528,2022-10-05,failed,49.0,20.0,,INV-821690,True,AC046,110,2022-11-03,188.9,,Y,2023-01-16,True,9.9
29.0,2020-11-18,2020-11-18,,,2529,2020-11-19,Paid,99.0,0.0,,INV-628653,True,AC022,381,2020-12-18,38.9,29.0,Y,2024-04-29,,9.9
,2023-03-27,2023-03-27,EUR,,2530,2023-03-28,paid,99.0,20.0,,INV-734212,False,AC148,239,2023-04-26,,29.0,,,True,9.9
49.0,2024-09-07,2024-09-07,EUR,1.0,2531,2024-09-08,unpaid,49.0,20.0,,INV-574596,,AC137,436,2024-10-07,33.9,29.0,Y,2022-10-22,,4.9
49.0,2020-03-01,2020-03-01,USD,1.0,2532,2020-03-02,paid,,,,INV-633762,,,185,2020-03-31,,,annual,2020-05-28,False,
29.0,2021-06-29,2021-06-29,usd,,2533,2021-06-30,paid,99.0,20.0,,INV-389156,,AC077,189,2021-07-29,9.0,,M,2021-03-24,False,0.0
99.0,2020-05-04,2020-05-04,usd,0.0,2534,2020-05-05,Paid,29.0,10.0,2024-01-28,INV-906557,,AC107,433,2020-06-03,89.0,29.0,M,2021-07-11,True,0.0
49.0,2024-04-04,2024-04-04,usd,,2535,2024-04-05,unpaid,29.0,,2020-12-16,INV-465743,,AC020,20,2024-05-04,29.0,49.0,M,2024-07-24,,9.9
29.0,2022-07-01,2022-07-01,USD,1.0,2536,2022-07-02,failed,29.0,10.0,,INV-216361,,AC081,41,2022-07-31,23.9,99.0,Y,2025-01-01,False,4.9
,2023-04-09,2023-04-09,usd,,2537,2023-04-10,Paid,49.0,5.0,,INV-412230,,AC099,204,2023-05-09,,49.0,annual,2022-09-21,False,
99.0,2021-01-10,2021-01-10,EUR,2.0,2538,2021-01-11,paid,0.0,20.0,,INV-394503,False,AC039,260,2021-02-09,29.0,99.0,,2024-10-21,True,4.9
29.0,2024-11-02,2024-11-02,,0.0,2539,2024-11-03,Paid,,0.0,2022-02-08,INV-859101,,AC139,452,2024-12-02,31.9,49.0,annual,2023-09-12,False,2.9
199.0,2022-06-06,2022-06-06,EUR,3.0,2540,2022-06-07,paid,,5.0,2021-03-18,INV5520,False,AC100,248,2022-07-06,194.0,29.0,M,2020-04-23,,0.0
29.0,2024-02-27,2024-02-27,USD,2.0,2541,2024-02-28,unpaid,99.0,0.0,2020-07-07,INV-884946,True,AC112,408,2024-03-28,33.9,99.0,annual,2021-06-12,,4.9
199.0,2021-12-17,2021-12-17,EUR,3.0,2542,2021-12-18,unpaid,,5.0,2023-07-09,INV-934118,True,AC099,333,2022-01-16,29.0,29.0,annual,2024-12-24,,
29.0,2020-09-17,2020-09-17,EUR,2.0,2543,2020-09-18,paid,0.0,,2021-02-08,INV-469487,False,AC144,474,2020-10-17,,49.0,annual,2020-04-15,True,9.9
199.0,2020-11-23,2020-11-23,,2.0,2544,2020-11-24,paid,49.0,,,INV-182692,,AC114,121,2020-12-23,49.0,,,2022-07-15,True,2.9
29.0,2021-09-03,2021-09-03,usd,,2545,2021-09-04,Paid,49.0,0.0,,INV-708545,False,AC086,440,2021-10-03,33.9,29.0,,2021-01-28,False,4.9
49.0,2022-07-15,2022-07-15,usd,,2546,2022-07-16,unpaid,49.0,10.0,2022-05-19,INV-526751,False,AC170,405,2022-08-14,41.9,99.0,Y,,True,2.9
99.0,2023-02-06,2023-02-06,usd,,2547,2023-02-07,failed,49.0,0.0,,INV-863137,True,,312,2023-03-08,49.0,99.0,Y,2022-07-15,True,
199.0,2023-06-30,2023-06-30,USD,3.0,2548,2023-07-01,Paid,0.0,5.0,,INV2152,True,AC031,383,2023-07-30,,29.0,annual,2020-07-29,False,
99.0,2021-09-09,2021-09-09,,,2549,2021-09-10,Paid,0.0,,,INV9302,False,AC166,3,2021-10-09,29.0,,monthly,2022-09-29,True,4.9
,2024-09-29,2024-09-29,USD,2.0,2550,2024-09-30,paid,29.0,20.0,2024-07-16,INV-120964,,AC119,23,2024-10-29,,49.0,,2022-07-08,,0.0
,2023-03-03,2023-03-03,EUR,,2551,2023-03-04,paid,49.0,10.0,,INV-696332,True,AC133,176,2023-04-02,29.0,29.0,Y,2022-01-14,True,0.0
,2022-01-30,2022-01-30,USD,3.0,2552,2022-01-31,failed,,10.0,2021-12-20,INV-268836,False,AC006,307,2022-03-01,,49.0,monthly,2023-08-16,,2.9
49.0,2021-06-14,2021-06-14,EUR,0.0,2553,2021-06-15,failed,49.0,,,INV-308030,False,AC172,36,2021-07-14,,49.0,annual,2022-01-17,,0.0
,2021-01-29,2021-01-29,USD,2.0,2554,2021-01-30,unpaid,49.0,,2020-02-27,INV-659879,,AC150,254,2021-02-28,,49.0,,2023-05-24,True,0.0
29.0,2021-05-16,2021-05-16,EUR,0.0,2555,2021-05-17,failed,29.0,0.0,,INV-438219,,AC018,367,2021-06-15,29.0,29.0,annual,2020-08-03,True,0.0
29.0,2023-08-28,2023-08-28,USD,0.0,2556,2023-08-29,unpaid,29.0,5.0,,INV-255240,,AC007,340,2023-09-27,28.9,99.0,,2020-03-27,False,4.9
199.0,2021-11-22,2021-11-22,EUR,3.0,2557,2021-11-23,Paid,29.0,10.0,,INV-222638,True,AC014,291,2021-12-22,49.0,99.0,,2024-05-07,,0.0
99.0,2023-04-04,2023-04-04,EUR,,2558,2023-04-05,unpaid,49.0,,,INV-952711,,AC153,517,2023-05-04,,99.0,monthly,2023-04-15,True,0.0
49.0,2021-01-29,2021-01-29,usd,2.0,2559,2021-01-30,unpaid,49.0,5.0,,INV-766363,True,AC086,167,2021-02-28,,99.0,,2022-01-26,True,
29.0,2023-04-27,2023-04-27,USD,2.0,2560,2023-04-28,failed,29.0,20.0,2021-08-17,INV-522178,True,AC052,437,2023-05-27,9.0,49.0,Y,2022-02-01,,0.0
199.0,2023-03-01,2023-03-01,,,2561,2023-03-02,failed,49.0,5.0,2024-11-11,INV8030,False,AC151,237,2023-03-31,198.9,29.0,M,2021-11-03,True,4.9
29.0,2020-07-04,2020-07-04,,,2562,2020-07-05,Paid,0.0,10.0,2022-09-16,INV-261420,True,AC069,166,2020-08-03,,29.0,monthly,2022-08-13,,0.0
99.0,2021-10-03,2021-10-03,EUR,0.0,2563,2021-10-04,unpaid,29.0,5.0,,INV1464,False,AC152,138,2021-11-02,96.9,29.0,,2022-08-31,True,2.9
,2022-10-13,2022-10-13,usd,2.0,2564,2022-10-14,Paid,29.0,20.0,,INV-911823,False,AC107,412,2022-11-12,,49.0,monthly,2020-06-24,,4.9
,2021-09-24,2021-09-24,USD,,2565,2021-09-25,paid,49.0,20.0,2021-12-15,INV-308993,True,AC125,381,2021-10-24,,99.0,,2022-05-28,True,4.9
99.0,2022-02-25,2022-02-25,EUR,1.0,2566,2022-02-26,Paid,29.0,0.0,,INV6562,,AC040,187,2022-03-27,103.9,99.0,M,2022-05-12,,4.9
29.0,2021-12-01,2021-12-01,usd,3.0,2567,2021-12-02,Paid,49.0,5.0,2023-02-25,INV-114831,True,AC076,101,2021-12-31,24.0,49.0,annual,2021-03-04,False,0.0
199.0,2020-06-04,2020-06-04,,,2568,2020-06-05,unpaid,0.0,20.0,2021-02-24,INV-548622,,AC176,235,2020-07-04,188.9,29.0,,2023-02-17,True,9.9
49.0,2024-01-19,2024-01-19,,2.0,2569,2024-01-20,Paid,0.0,20.0,2023-02-17,INV3130,True,AC017,411,2024-02-18,,49.0,M,2023-02-01,False,
,2021-10-14,2021-10-14,usd,1.0,2570,2021-10-15,paid,99.0,5.0,2022-02-06,INV-850219,False,AC067,155,2021-11-13,,,monthly,2023-05-06,,0.0
199.0,2020-10-17,2020-10-17,usd,1.0,2571,2020-10-18,unpaid,29.0,0.0,,INV-667145,,AC145,27,2020-11-16,29.0,,,2023-02-06,True,0.0
,2020-02-24,2020-02-24,,2.0,2572,2020-02-25,failed,,5.0,2020-06-05,INV-107520,,AC164,5,2020-03-25,,49.0,M,2020-04-17,,9.9
49.0,2024-11-26,2024-11-26,EUR,,2573,2024-11-27,unpaid,29.0,10.0,2024-12-30,INV-132042,,AC011,141,2024-12-26,43.9,99.0,,2020-05-25,True,4.9
199.0,2023-12-15,2023-12-15,EUR,0.0,2574,2023-12-16,failed,99.0,20.0,,INV-653929,False,AC042,109,2024-01-14,183.9,29.0,M,2024-04-28,,4.9
199.0,2021-12-27,2021-12-27,,3.0,2575,2021-12-28,unpaid,29.0,5.0,2023-10-21,INV-841500,,AC074,11,2022-01-26,194.0,99.0,Y,2024-01-03,True,0.0
199.0,2024-01-14,2024-01-14,USD,,2576,2024-01-15,failed,,20.0,2020-03-29,INV-306151,False,AC064,143,2024-02-13,181.9,29.0,Y,2021-04-13,,2.9
199.0,2021-05-01,2021-05-01,usd,2.0,2577,2021-05-02,unpaid,0.0,20.0,2022-06-06,INV-158487,,AC100,51,2021-05-31,188.9,,,2023-03-30,False,9.9
49.0,2021-06-18,2021-06-18,,,2578,2021-06-19,unpaid,99.0,,,INV-451057,False,AC068,478,2021-07-18,,49.0,annual,2020-03-12,True,9.9
,2020-11-10,2020-11-10,,0.0,2579,2020-11-11,paid,99.0,0.0,,INV-652424,,AC119,96,2020-12-10,49.0,49.0,,2022-03-04,False,9.9
99.0,2023-04-24,2023-04-24,usd,2.0,2580,2023-04-25,Paid,99.0,10.0,,INV-483969,False,AC003,185,2023-05-24,91.9,29.0,Y,2021-04-27,False,2.9
49.0,2020-03-25,2020-03-25,EUR,1.0,2581,2020-03-26,unpaid,0.0,10.0,,INV-723176,False,AC020,442,2020-04-24,43.9,,,2024-08-03,False,4.9
49.0,2021-04-25,2021-04-25,USD,1.0,2582,2021-04-26,failed,99.0,10.0,,INV-570851,False,AC159,175,2021-05-25,41.9,,M,2021-11-30,False,2.9
199.0,2024-11-22,2024-11-22,usd,0.0,2583,2024-11-23,failed,99.0,0.0,2022-07-31,INV-429464,False,AC169,59,2024-12-22,,49.0,Y,2024-07-22,False,
99.0,2022-06-06,2022-06-06,,3.0,2584,2022-06-07,failed,,10.0,,INV-806244,,AC080,282,2022-07-06,99.0,29.0,,2022-11-23,,2.9
99.0,2024-02-14,2024-02-14,EUR,0.0,2585,2024-02-15,failed,,5.0,2022-04-04,INV-863460,True,AC044,540,2024-03-15,98.9,49.0,annual,,True,4.9
99.0,2023-12-03,2023-12-03,usd,,2586,2023-12-04,unpaid,49.0,0.0,,INV-373950,False,AC012,448,2024-01-02,49.0,,M,2022-11-15,,2.9
199.0,2020-02-06,2020-02-06,usd,,2587,2020-02-07,unpaid,0.0,,,INV-487105,,AC060,521,2020-03-07,49.0,99.0,monthly,2021-06-16,True,4.9
,2023-09-10,2023-09-10,EUR,1.0,2588,2023-09-11,failed,99.0,20.0,,INV-594010,True,AC099,173,2023-10-10,,99.0,,2020-09-05,,
,2024-02-18,2024-02-18,usd,1.0,2589,2024-02-19,unpaid,,,2024-12-25,INV-282877,True,AC001,383,2024-03-19,,29.0,Y,2020-09-29,,2.9
199.0,2023-02-11,2023-02-11,,2.0,2590,2023-02-12,paid,49.0,5.0,,INV-307863,,AC045,163,2023-03-13,194.0,49.0,monthly,2020-03-05,,0.0
99.0,2024-03-26,2024-03-26,usd,3.0,2591,2024-03-27,unpaid,99.0,0.0,,INV4588,,AC035,109,2024-04-25,,49.0,annual,2020-09-23,False,
29.0,2024-03-30,2024-03-30,usd,0.0,2592,2024-03-31,unpaid,49.0,10.0,2021-09-11,INV-148002,False,AC042,308,2024-04-29,99.0,,annual,,True,4.9
29.0,2023-04-21,2023-04-21,USD,,2593,2023-04-22,unpaid,29.0,20.0,,INV-495351,True,AC166,258,2023-05-21,9.0,49.0,monthly,2024-04-06,,0.0
49.0,2024-06-11,2024-06-11,USD,3.0,2594,2024-06-12,failed,99.0,20.0,,INV-155003,False,AC109,167,2024-07-11,,49.0,monthly,2021-08-21,True,
49.0,2023-03-12,2023-03-12,usd,2.0,2595,2023-03-13,Paid,29.0,10.0,,INV-948128,True,AC013,180,2023-04-11,48.9,29.0,annual,2020-11-28,True,9.9
29.0,2020-12-14,2020-12-14,usd,3.0,2596,2020-12-15,Paid,49.0,20.0,,INV2686,True,AC164,455,2021-01-13,99.0,29.0,Y,2023-12-27,True,
199.0,2020-01-01,2020-01-01,,0.0,2597,2020-01-02,Paid,29.0,10.0,,INV-877943,,,269,2020-01-31,193.9,99.0,Y,2020-11-05,False,4.9
,2021-02-01,2021-02-01,,,2598,2021-02-02,paid,0.0,5.0,,INV-528277,True,,190,2021-03-03,,29.0,monthly,2023-04-22,False,0.0
99.0,2020-02-08,2020-02-08,USD,0.0,2599,2020-02-09,unpaid,29.0,0.0,,INV-719680,True,AC118,238,2020-03-09,101.9,29.0,Y,2023-09-06,True,2.9
29.0,2021-05-18,2021-05-18,EUR,2.0,2600,2021-05-19,unpaid,,0.0,2024-06-14,INV-728780,True,AC105,380,2021-06-17,,49.0,,2021-10-30,,
49.0,2020-11-24,2020-11-24,USD,0.0,2601,2020-11-25,unpaid,29.0,20.0,,INV6501,True,AC071,306,2020-12-24,49.0,,annual,2024-01-24,False,4.9
99.0,2022-02-21,2022-02-21,USD,,2602,2022-02-22,unpaid,0.0,10.0,2022-03-31,INV-718351,False,AC059,6,2022-03-23,49.0,29.0,monthly,2023-12-30,False,0.0
29.0,2022-08-02,2022-08-02,usd,2.0,2603,2022-08-03,failed,99.0,20.0,,INV-519330,False,AC087,498,2022-09-01,,29.0,monthly,,,
99.0,2022-03-30,2022-03-30,usd,,2604,2022-03-31,Paid,29.0,10.0,,INV-352154,False,AC122,114,2022-04-29,49.0,,annual,2023-01-21,,4.9
29.0,2024-11-17,2024-11-17,EUR,,2605,2024-11-18,failed,99.0,5.0,2023-05-17,INV-132462,,AC001,133,2024-12-17,29.0,,M,2023-02-03,False,0.0
199.0,2020-01-22,2020-01-22,usd,,2606,2020-01-23,unpaid,49.0,10.0,2022-09-23,INV7531,False,AC175,16,2020-02-21,,99.0,monthly,2021-12-30,False,2.9
,2021-02-13,2021-02-13,usd,,2607,2021-02-14,Paid,29.0,0.0,,INV-298988,,AC069,278,2021-03-15,99.0,,Y,2023-06-22,False,4.9
199.0,2023-09-11,2023-09-11,EUR,3.0,2608,2023-09-12,unpaid,29.0,,2020-08-15,INV-483775,False,AC164,151,2023-10-11,,49.0,annual,2022-02-05,,2.9
199.0,2024-05-29,2024-05-29,,2.0,2609,2024-05-30,failed,29.0,,2022-05-14,INV-261057,True,AC067,421,2024-06-28,,29.0,annual,2020-10-31,True,2.9
29.0,2023-12-30,2023-12-30,EUR,0.0,2610,2023-12-31,unpaid,99.0,0.0,,INV-820301,False,AC038,96,2024-01-29,38.9,,M,2023-02-12,True,9.9
,2024-01-05,2024-01-05,,1.0,2611,2024-01-06,failed,99.0,5.0,,INV-588045,,AC083,102,2024-02-04,,,monthly,2022-02-03,,2.9
,2020-08-26,2020-08-26,usd,1.0,2612,2020-08-27,Paid,49.0,,,INV6301,True,AC139,202,2020-09-25,,,annual,2024-05-08,False,2.9
49.0,2023-09-10,2023-09-10,usd,1.0,2613,2023-09-11,paid,0.0,,2021-01-01,INV-308120,True,AC052,398,2023-10-10,29.0,99.0,annual,2024-10-04,False,2.9
49.0,2022-05-14,2022-05-14,,2.0,2614,2022-05-15,unpaid,,,2022-12-15,INV-780183,False,AC171,214,2022-06-13,,99.0,monthly,2022-07-16,True,4.9
99.0,2023-07-01,2023-07-01,USD,1.0,2615,2023-07-02,Paid,0.0,20.0,,INV7020,False,AC155,47,2023-07-31,88.9,99.0,annual,2021-12-18,True,9.9
49.0,2021-11-02,2021-11-02,usd,0.0,2616,2021-11-03,paid,,10.0,2022-06-20,INV-139813,True,AC087,349,2021-12-02,43.9,29.0,M,2021-08-02,,4.9
,2020-06-26,2020-06-26,,1.0,2617,2020-06-27,unpaid,49.0,10.0,,INV-942549,True,AC056,507,2020-07-26,29.0,49.0,monthly,2022-09-02,,2.9
199.0,2020-03-25,2020-03-25,EUR,3.0,2618,2020-03-26,Paid,,5.0,,INV-928657,,AC021,173,2020-04-24,196.9,99.0,Y,2024-12-13,True,2.9
99.0,2021-09-22,2021-09-22,usd,,2619,2021-09-23,unpaid,29.0,0.0,2022-09-07,INV-654858,False,AC081,274,2021-10-22,99.0,99.0,annual,2024-12-02,True,9.9
49.0,2021-03-24,2021-03-24,,3.0,2620,2021-03-25,unpaid,0.0,0.0,,INV-455602,True,AC158,276,2021-04-23,,99.0,M,2023-05-10,False,
,2022-10-23,2022-10-23,USD,0.0,2621,2022-10-24,unpaid,0.0,10.0,,INV-210582,False,AC044,399,2022-11-22,29.0,99.0,annual,2021-06-17,True,9.9
,2022-01-05,2022-01-05,usd,0.0,2622,2022-01-06,unpaid,49.0,20.0,,INV-722390,,AC121,301,2022-02-04,,99.0,M,2024-09-01,,9.9
,2022-05-06,2022-05-06,EUR,2.0,2623,2022-05-07,unpaid,0.0,,,INV-841104,False,AC031,43,2022-06-05,,99.0,annual,2020-01-14,,2.9
29.0,2022-11-22,2022-11-22,USD,,2624,2022-11-23,paid,29.0,10.0,2023-12-11,INV4768,True,AC096,445,2022-12-22,19.0,99.0,Y,2020-06-08,True,0.0
99.0,2023-05-04,2023-05-04,,,2625,2023-05-05,failed,,5.0,,INV-330696,,AC027,348,2023-06-03,103.9,49.0,monthly,2021-07-11,False,9.9
99.0,2022-09-13,2022-09-13,usd,,2626,2022-09-14,failed,29.0,5.0,2023-06-14,INV-645168,,AC079,275,2022-10-13,49.0,49.0,M,2024-11-09,,0.0
199.0,2021-04-25,2021-04-25,EUR,0.0,2627,2021-04-26,Paid,29.0,5.0,,INV-529794,True,AC051,329,2021-05-25,196.9,29.0,M,2023-12-29,,2.9
99.0,2022-12-28,2022-12-28,USD,3.0,2628,2022-12-29,failed,0.0,10.0,2023-01-18,INV-835028,False,AC099,80,2023-01-27,,99.0,Y,2022-07-24,False,9.9
29.0,2022-09-27,2022-09-27,EUR,2.0,2629,2022-09-28,Paid,99.0,10.0,,INV-389491,False,AC150,421,2022-10-27,19.0,29.0,Y,2023-04-05,False,0.0
199.0,2022-10-31,2022-10-31,EUR,,2630,2022-11-01,Paid,99.0,20.0,,INV-482261,True,AC055,536,2022-11-30,179.0,99.0,M,2020-03-24,,0.0
99.0,2020-04-14,2020-04-14,usd,3.0,2631,2020-04-15,failed,29.0,5.0,2022-12-14,INV9317,,AC149,406,2020-05-14,94.0,,,2023-10-02,,0.0
199.0,2022-05-01,2022-05-01,EUR,0.0,2632,2022-05-02,Paid,0.0,20.0,,INV-419491,True,AC082,263,2022-05-31,,,M,2021-05-05,False,
199.0,2024-03-26,2024-03-26,USD,1.0,2633,2024-03-27,failed,,10.0,,INV-104523,True,AC150,240,2024-04-25,49.0,,,2022-02-01,,0.0
,2023-09-11,2023-09-11,,1.0,2634,2023-09-12,paid,,5.0,,INV-331392,True,AC114,305,2023-10-11,,29.0,annual,2020-08-14,False,4.9
29.0,2020-05-02,2020-05-02,EUR,0.0,2635,2020-05-03,paid,0.0,10.0,,INV-546659,False,AC143,153,2020-06-01,19.0,,,2020-02-09,,0.0
,2020-01-23,2020-01-23,USD,,2636,2020-01-24,Paid,99.0,10.0,,INV1828,,AC132,530,2020-02-22,,99.0,Y,2022-09-04,True,9.9
,2023-08-23,2023-08-23,EUR,0.0,2637,2023-08-24,failed,99.0,10.0,,INV-387791,,,395,2023-09-22,,29.0,M,2022-06-10,,0.0
29.0,2022-04-23,2022-04-23,USD,0.0,2638,2022-04-24,unpaid,99.0,10.0,2022-06-05,INV-397195,True,AC016,439,2022-05-23,,29.0,Y,2024-02-05,,
,2023-12-16,2023-12-16,usd,1.0,2639,2023-12-17,unpaid,99.0,,2021-08-17,INV-643209,,AC151,254,2024-01-15,,,Y,2022-12-04,True,4.9
199.0,2021-03-08,2021-03-08,usd,1.0,2640,2021-03-09,unpaid,0.0,20.0,2022-06-24,INV-199148,True,AC135,28,2021-04-07,181.9,,Y,2021-10-31,False,2.9
199.0,2020-02-15,2020-02-15,EUR,1.0,2641,2020-02-16,unpaid,29.0,,,INV-981704,,AC138,415,2020-03-16,,,M,2023-04-06,,
49.0,2024-02-14,2024-02-14,usd,3.0,2642,2024-02-15,failed,0.0,,2022-11-07,INV-442721,,AC116,188,2024-03-15,99.0,,,2021-08-20,False,0.0
,2024-05-08,2024-05-08,usd,2.0,2643,2024-05-09,Paid,,5.0,2021-07-03,INV-267045,,AC080,84,2024-06-07,,29.0,M,2023-09-04,False,
99.0,2021-11-04,2021-11-04,USD,2.0,2644,2021-11-05,Paid,,0.0,,INV-514255,,AC073,224,2021-12-04,99.0,99.0,,2023-03-07,False,0.0
49.0,2022-08-22,2022-08-22,,1.0,2645,2022-08-23,unpaid,49.0,10.0,2023-10-09,INV-250398,,AC079,211,2022-09-21,29.0,,,2020-11-02,,9.9
